Month-Year,New South Wales,Victoria,Queensland,South Australia,Western Australia,Tasmania,Northern Territory,Australian Capital Territory
Mar-11,199464.8,139469.5,145884.8,48897,60447.2,14145.8,3787.2,7136.1
Apr-11,191730,143316.5,125781.1,48486.8,53152.4,12200.3,3904.1,9635
May-11,181378.3,152908.1,126287.6,45312.3,54797.2,13915.2,5381.8,9855.7
Jun-11,189933.5,132248.7,121175.2,40076.8,55139,12557.8,4251.8,8833.3
Jul-11,177955.6,145252,123801.6,40119.7,49621.4,12348.6,5804.9,7616.2
Aug-11,189449.1,148602.7,137453.1,40672.6,55146.5,12957.8,4210.6,8269.1
Sep-11,204683.1,159562,125971.3,47739.5,58440.6,11806.2,3976,7962.3
Oct-11,190359.4,152599.7,124703.1,44338.3,50858.7,13351.8,5291.8,7050.8
Nov-11,182202.6,147615.5,123874.9,42986.3,50945.5,16146.9,6546.5,7844.8
Dec-11,204403.8,149321.6,122513.4,45384.5,50505.8,16476.2,5740.9,7698.7
Jan-12,200421.8,160814.2,142849.3,47354.4,58105.9,18065.3,6568.2,8160.2
Feb-12,211384.3,181933.2,162255.7,51001.4,57008,20595.7,6674,8752.5
Mar-12,184779.2,187967.7,148231,47245.7,59299.4,17472.3,5082.7,9783.6
Apr-12,183653.3,163698.5,123424.6,46419.9,51381.5,18665.1,5587.3,6456.1
May-12,187165.5,166400.3,140828.2,43143.1,52313,15569.5,6238.7,9279.9
Jun-12,189403.7,159713.8,121065.1,50796.9,46955.4,17376.8,5527.1,8431.4
Jul-12,181456,154259.5,132337.8,40690.6,46844.6,14960.7,5223.3,7602.8
Aug-12,164498.1,164259.2,135075.3,45700.4,51424.7,16793.7,5618.6,7397.9
Sep-12,201283,171823.6,152312.3,47898,57352.3,18179.4,3815.6,8427.1
Oct-12,189196.5,156567.9,137950.3,48012.4,59804.8,16663.5,6787.4,8636.3
Nov-12,180349.7,150097.3,134198.1,43941.8,51324,17085.5,3717.2,8458.9
Dec-12,187128.4,165897.2,146310.3,50356.5,54843.8,18805.9,5466.9,9019.3
Jan-13,201848.7,194836.5,145270.1,56996.6,58529.2,20594.7,6761.4,12036.8
Feb-13,222040.1,189483.2,165234.2,56318.6,70280.1,19339.8,6677.6,11608.6
Mar-13,221493.7,185691.8,157504,53371.5,72506.5,18364,6369.2,10786.6
Apr-13,204855.6,184204,130986.5,52622.6,74078.2,17683.9,7739.1,10736.5
May-13,214749.5,168302.8,140720.3,50775.4,67719.1,17756.4,8158.1,8724.6
Jun-13,201907.4,173336.4,149719.8,47631.5,62592.4,21946.3,8166.6,8100.2
Jul-13,202118,164751.4,132727.4,54790.9,58842.4,18957.8,7156.7,7831.2
Aug-13,216003.6,173691.9,134636.8,55939.3,64821.5,20051.5,7745,8089.2
Sep-13,215545.1,180819.4,144534,50541.9,64842.9,19905.9,7117.2,10048
Oct-13,219926.1,179396.9,136594.1,57054.4,53610.5,18712.4,6292.9,8845.3
Nov-13,214710.7,177064.1,127262.5,56781.4,49986,19138,5469.6,7168.8
Dec-13,215889.9,185595.1,144599,58503.9,57818,19092.9,5228,7893.3
Jan-14,229514.3,212217.9,158876.5,60899,74606.8,20882.6,5716.2,9369.5
Feb-14,244635,222987.1,181071.1,63480,90645.6,20808.6,5433.7,8104.6
Mar-14,211885.6,214400.5,166665.2,65027.5,73995.3,19408.4,5800.5,9628.1
Apr-14,203282.7,202976.5,151549,55005.2,68923.2,18689.3,5297.7,8503.5
May-14,216901,189767,152887.2,57067.4,69858.9,17750.1,4075.2,9629.1
Jun-14,214804.4,193815.5,153543.3,58767.8,67928.8,18445.8,7028,7480.3
Jul-14,214737.1,208132.3,159371.5,57817.8,67431.2,18009.4,7444.5,8766.7
Aug-14,214381,211185.4,159525.9,48763.5,65479.5,17822.9,5442,11230.4
Sep-14,222351.6,210714.4,154151.7,56043.6,69102.2,18929,4652.9,10472.1
Oct-14,220737.1,206736.1,167321.8,57100.6,67308,16418.8,3944.7,12392.3
Nov-14,224973,197301.5,153214,54901.2,61976.8,17315.4,5091.9,8989
Dec-14,221953.5,197506.5,148475.7,56366.2,77135.6,17087.7,4420.4,9006.9
Jan-15,257579.1,224879.3,169092.7,69714.8,81680.9,18366.4,5434.7,10892.2
Feb-15,260281.4,201933.2,186283.4,62321,90597.7,17608.9,6236.3,12225.5
Mar-15,242167.3,212000.7,178615,57321.1,84841.4,16746.4,6110.4,10986.5
Apr-15,225687.5,200485.3,159720.7,62046.4,82161.3,18481.6,6453,9642
May-15,220286.2,185697,154338.7,66283.9,70826.5,16841.5,6201.4,9715.8
Jun-15,220621.3,181836.2,145842.8,69247.5,80908.8,16482.9,6814.3,7950.6
Jul-15,228263.6,198608.7,154558.4,68393,89300.7,16244.2,5413.7,10177.8
Aug-15,231372.4,188935.7,155834.4,66660.7,82418.2,16075.2,7017.9,12008.4
Sep-15,225354,197166.4,152278.2,63642.1,81928.6,14781.8,7135.3,11270.8
Oct-15,213262,171565.8,147947,65192.1,83832.7,16259.2,4752.7,10934
Nov-15,197749.7,188019.4,134660.3,59772.7,76826.5,16567.1,5021.4,10458.9
Dec-15,198335.1,186615.5,140118.1,60564.9,84444.8,17308.6,4577.1,11021.6
Jan-16,237716.9,221880.5,173367.4,62070.8,85552.1,17706.8,6046.2,11741.1
Feb-16,226545.6,202996,157778.2,69560.6,93440.8,18305.6,7009.1,12199.9
Mar-16,218796.9,195411.3,168888.1,64075.3,82351.4,17106.6,6612.5,9024.6
Apr-16,206588.6,184356.5,161105.5,57334.6,79577.9,15682.8,5739.6,8979.4
May-16,203260,185893,157649.2,58823.9,80312.7,15518.8,5167.3,8514.7
Jun-16,202659.5,177288.2,156966,61126.3,76914.6,16506,5134.4,6945.2
Jul-16,202155.8,188894.8,146328.2,54924.8,88711.3,14898.2,4827,8030.9
Aug-16,197790.6,184003.3,151797.1,58197.5,84453.7,18409.4,5180.1,8234.4
Sep-16,191246.4,187287.4,150983.3,56694.8,81576.1,16153.6,4335.4,7678.3
Oct-16,189999.6,183152.4,135587.6,55437.4,84093.5,15586.8,4510.8,8038.2
Nov-16,187509.8,190401.6,134474.9,58283.2,83185,15816.6,5199.7,9087.1
Dec-16,204429.6,198432.8,145022,57206.1,89798.5,16311.8,4166.5,7860.8
Jan-17,217772.9,210209.7,165503,58759.1,94494.1,14874.3,6941,9095.7
Feb-17,226425.9,216010.2,191158.3,61857.2,94031.8,15531.9,4293,10965.1
Mar-17,214292,222753.8,173576.5,65688,96557.3,15838.7,5531.3,9142.1
Apr-17,184166.9,212926.2,159717.7,62779.2,82350.3,14895.3,5806.7,8079.3
May-17,189283.2,199823.8,153988.7,60428,73501.1,15115.3,4062.3,8278.6
Jun-17,188997.6,191424.4,164630.8,56822.9,74462.1,14413,4412.9,10981.4
Jul-17,196470.3,203605.2,153214.7,53364.4,74031.7,16304.1,4819.9,10513.4
Aug-17,200615.1,209677,144715.7,47908,80126.1,15955.3,5942.7,9617.8
Sep-17,185612.4,201643.6,146920.9,48764.2,79394.8,14561.7,6338.7,9249.6
Oct-17,178996.3,184392.1,144733.4,49522.3,80534.6,15510.4,5315,7820.7
Nov-17,181003,176310,135889.6,52418.5,84957,14841.8,6744.4,9194.3
Dec-17,196143.9,207453.9,147110.3,51648.5,81390.9,16387.3,7147,9648
Jan-18,228292.6,208852,170153,55730.4,85948.4,14129.3,5492.3,11458
Feb-18,218890.3,208340.5,187663.2,61227.6,95595.1,16786,6047.4,11121.8
Mar-18,220568.6,191456.4,174226.7,51942,107453.5,16389.5,5622.2,10143.1
Apr-18,205517.9,182909,175407.1,52694.4,93342,15403.7,6988.9,8321
May-18,202435.5,168997.9,164371.5,50357.7,86059.7,17210.6,5243.3,7494.8
Jun-18,191871.8,182298,156130,47240.4,81327.3,15015.5,6332.2,7676
Jul-18,200990.8,168106.4,156563.1,49658.1,83197.5,17405.4,5625.3,8370.5
Aug-18,196972.3,164773.6,166990.9,48538.4,90480.8,15652.8,5935.1,9007.4
Sep-18,179676.3,155035.2,153426.8,46367.3,85160.3,14735.6,5739.5,8211.5
Oct-18,181353.8,146491.5,153185.3,47005.9,77573.2,13362.9,6940.6,8223.3
Nov-18,171098.8,151723.7,150412.9,45980.5,87669,14797.8,7107.6,5941.3
Dec-18,179618.9,143333.7,151759.4,52565.5,90227.5,16160,6151.9,8923.5
Jan-19,180069.3,175585.9,169846.6,60506.1,105957.7,19147.1,7212.7,8674.2
Feb-19,199568.9,182819.6,163089.5,55714.7,92594,18754.2,6928.6,8558.1
Mar-19,197490.1,173908.8,178504.5,56562.9,92903.5,18034.9,5085.7,9687.1
Apr-19,195172.7,176192,162340.9,57142.7,87758.1,17996,6409.4,11325.7
May-19,197661.2,158170.4,169645.7,51442.9,85597.4,16615.1,6190.9,9456
Jun-19,195986.6,162264.1,176529,52902,76098.2,17396.5,5939.1,5567.6
Jul-19,190940,169270.6,167405.3,62683.3,81422.5,16488.7,7172.7,8176
Aug-19,186107.7,177233.8,170139.8,65619.2,82819.6,17214.9,7250.6,9096.9
Sep-19,189349.5,164925.9,171296,53932,80693.5,15909.8,8723.7,7944.3
Oct-19,201394,160727,163770.4,53500.8,78406.4,14633.2,7728,6791.9
Nov-19,186355.6,153946.3,151843.4,55186.7,78636.6,15484.1,7446.1,6578.4
Dec-19,191394,174548,143139.3,55312.5,76158,14872.5,6626.7,6828.7
