Season,Stage,Game,Date,Age,Age Precise,Team,Home/Away,Opponent,Outcome Win/Lose,Outcome Points Difference,Minutes Played,Field Goals,Field Goal Attempts,Field Goal Percentage,3-Point Field Goals,3-Point Field Goal Attempts,3-Point Field Goal Percentage,Free Throws,Free Throw Attempts,Free Throw Percentage,Offensive Rebounds,Defensive Rebounds,Total Rebounds,Assists,Steals,Blocks,Turnovers,Personal Fouls,Points,GameScore,Plus/Minus
2015-16,Regular,Inactive,29/3/16,31,31.25,CLE,Home,HOU,Lose,-6,,,,,,,,,,,,,,,,,,,,,
2015-16,Regular,71,31/3/16,31,31.25,CLE,Home,BRK,Win,20,30.7,8,11,0.727,0,0,,8,10,0.8,0,4,4,11,2,1,6,0,24,24.3,28
2015-16,Regular,72,1/4/16,31,31.25,CLE,Away,ATL,Win,2,44.4,12,26,0.462,1,5,0.2,4,5,0.8,3,13,16,9,3,1,3,4,29,26.6,6
2015-16,Regular,73,3/4/16,31,31.26,CLE,Home,CHO,Win,9,40.8,14,22,0.636,0,0,,3,3,1,3,5,8,12,2,0,5,4,31,28.6,10
2015-16,Regular,74,5/4/16,31,31.27,CLE,Away,MIL,Win,29,28.1,7,9,0.778,1,2,0.5,2,2,1,0,5,5,9,0,1,4,0,17,18,22
2015-16,Regular,Inactive,6/4/16,31,31.27,CLE,Away,IND,Lose,-14,,,,,,,,,,,,,,,,,,,,,
2015-16,Regular,75,9/4/16,31,31.28,CLE,Away,CHI,Lose,-3,38.6,13,17,0.765,4,5,0.8,3,4,0.75,3,4,7,3,0,1,4,1,33,27.6,7
2015-16,Regular,76,11/4/16,31,31.28,CLE,Home,ATL,Win,15,32.4,13,16,0.813,3,4,0.75,5,5,1,1,5,6,6,2,1,4,2,34,32.3,13
2015-16,Regular,Did Not Dress,13/4/16,31,31.29,CLE,Home,DET,Lose,-2,,,,,,,,,,,,,,,,,,,,,
2015-16,Playoffs,1,17/4/16,31,31.3,CLE,Home,DET,Win,5,40.9,9,17,0.529,0,3,0,4,4,1,1,5,6,11,2,2,1,3,22,24.8,18
2015-16,Playoffs,2,20/4/16,31,31.31,CLE,Home,DET,Win,17,39.7,12,18,0.667,2,4,0.5,1,3,0.333,1,5,6,3,3,0,5,3,27,19.5,10
2015-16,Playoffs,3,22/4/16,31,31.31,CLE,Away,DET,Win,10,42.9,8,24,0.333,1,6,0.167,3,5,0.6,1,12,13,7,0,1,5,2,20,9.7,17
2015-16,Playoffs,4,24/4/16,31,31.32,CLE,Away,DET,Win,2,41.5,9,19,0.474,1,6,0.167,3,3,1,2,9,11,6,2,0,2,4,22,19,5
2015-16,Playoffs,5,2/5/16,31,31.34,CLE,Home,ATL,Win,11,40.6,11,21,0.524,2,4,0.5,1,1,1,0,7,7,9,5,1,4,3,25,23.6,16
2015-16,Playoffs,6,4/5/16,31,31.35,CLE,Home,ATL,Win,25,28.1,9,15,0.6,4,6,0.667,5,9,0.556,0,4,4,5,3,0,2,4,27,22.6,24
2015-16,Playoffs,7,6/5/16,31,31.35,CLE,Away,ATL,Win,13,39,8,16,0.5,1,4,0.25,7,9,0.778,2,11,13,8,2,0,5,2,24,21.7,17
2015-16,Playoffs,8,8/5/16,31,31.36,CLE,Away,ATL,Win,1,37.9,10,23,0.435,1,5,0.2,0,3,0,5,5,10,9,2,1,6,2,21,14.9,2
2015-16,Playoffs,9,17/5/16,31,31.38,CLE,Home,TOR,Win,31,28.3,11,13,0.846,0,1,0,2,4,0.5,2,4,6,4,2,1,4,3,24,21.4,20
2015-16,Playoffs,10,19/5/16,31,31.39,CLE,Home,TOR,Win,19,33.8,7,13,0.538,0,2,0,9,17,0.529,1,10,11,11,3,0,2,2,23,25.1,16
2015-16,Playoffs,11,21/5/16,31,31.39,CLE,Away,TOR,Lose,-15,38.8,9,17,0.529,1,5,0.2,5,7,0.714,4,4,8,5,2,0,2,3,24,21.2,-12
2015-16,Playoffs,12,23/5/16,31,31.4,CLE,Away,TOR,Lose,-6,45.8,11,16,0.688,1,3,0.333,6,6,1,4,5,9,6,2,1,1,3,29,31.2,-3
2015-16,Playoffs,13,25/5/16,31,31.4,CLE,Home,TOR,Win,38,31.5,10,17,0.588,2,4,0.5,1,3,0.333,0,6,6,8,2,1,2,2,23,21.6,32
2015-16,Playoffs,14,27/5/16,31,31.41,CLE,Away,TOR,Win,26,41.3,13,22,0.591,3,6,0.5,4,7,0.571,2,9,11,6,1,3,3,2,33,29.2,22
2015-16,Playoffs,15,2/6/16,31,31.42,CLE,Away,GSW,Lose,-15,40.9,9,21,0.429,2,4,0.5,3,4,0.75,4,8,12,9,2,1,4,2,23,20.9,-9
2015-16,Playoffs,16,5/6/16,31,31.43,CLE,Away,GSW,Lose,-33,33.6,7,17,0.412,1,5,0.2,4,4,1,0,8,8,9,4,1,7,3,19,15.1,-20
2015-16,Playoffs,17,8/6/16,31,31.44,CLE,Home,GSW,Win,30,40.1,14,26,0.538,1,2,0.5,3,5,0.6,2,9,11,6,1,2,5,2,32,23.5,24
2015-16,Playoffs,18,10/6/16,31,31.45,CLE,Home,GSW,Lose,-11,45.6,11,21,0.524,1,5,0.2,2,4,0.5,4,9,13,9,2,3,7,4,25,21.2,-12
2015-16,Playoffs,19,13/6/16,31,31.45,CLE,Away,GSW,Win,15,42.6,16,30,0.533,4,8,0.5,5,8,0.625,4,12,16,7,3,3,2,1,41,39.2,13
2015-16,Playoffs,20,16/6/16,31,31.46,CLE,Home,GSW,Win,14,42.6,16,27,0.593,3,6,0.5,6,8,0.75,2,6,8,11,4,3,1,3,41,42.5,26
2015-16,Playoffs,21,19/6/16,31,31.47,CLE,Away,GSW,Win,4,46.8,9,24,0.375,1,5,0.2,8,10,0.8,1,10,11,11,2,3,5,1,27,23.1,4
2014-15,Regular,1,30/10/14,29,29.83,CLE,Home,NYK,Lose,-5,43.2,5,15,0.333,1,5,0.2,6,7,0.857,0,5,5,4,0,0,8,3,17,3.2,-13
2014-15,Regular,2,31/10/14,29,29.84,CLE,Away,CHI,Win,6,41.7,14,30,0.467,1,3,0.333,7,9,0.778,1,7,8,5,4,1,3,1,36,27.4,-3
2014-15,Regular,3,4/11/14,29,29.85,CLE,Away,POR,Lose,-19,34.9,4,12,0.333,2,4,0.5,1,1,1,1,6,7,7,1,0,3,2,11,8.8,-15
2014-15,Regular,4,5/11/14,29,29.85,CLE,Away,UTA,Lose,-2,42,8,18,0.444,3,5,0.6,12,12,1,0,3,3,4,3,0,4,2,31,23.5,3
2014-15,Regular,5,7/11/14,29,29.85,CLE,Away,DEN,Win,9,39.6,8,18,0.444,1,5,0.2,5,6,0.833,0,7,7,11,1,1,3,1,22,20.3,14
2014-15,Regular,6,10/11/14,29,29.86,CLE,Home,NOP,Win,7,40.4,9,17,0.529,1,3,0.333,13,17,0.765,2,9,11,9,1,1,4,1,32,29.8,15
2014-15,Regular,7,14/11/14,29,29.87,CLE,Away,BOS,Win,1,40.9,16,27,0.593,3,8,0.375,6,9,0.667,0,4,4,7,0,1,3,4,41,29.5,10
2014-15,Regular,8,15/11/14,29,29.88,CLE,Home,ATL,Win,33,28.9,13,20,0.65,4,5,0.8,2,4,0.5,2,4,6,7,0,1,3,1,32,27.2,14
2014-15,Regular,9,17/11/14,29,29.88,CLE,Home,DEN,Lose,-9,40.6,8,18,0.444,1,4,0.25,5,7,0.714,0,9,9,5,0,2,4,2,22,14.6,-13
2014-15,Regular,10,19/11/14,29,29.89,CLE,Home,SAS,Lose,-2,34.1,6,17,0.353,2,3,0.667,1,1,1,3,3,6,9,1,1,5,3,15,10.3,-3
2014-15,Regular,11,21/11/14,29,29.89,CLE,Away,WAS,Lose,-13,39,8,21,0.381,2,7,0.286,4,7,0.571,3,1,4,4,1,1,3,0,22,13.2,-13
2014-15,Regular,12,22/11/14,29,29.9,CLE,Home,TOR,Lose,-17,37.3,6,12,0.5,1,4,0.25,2,3,0.667,0,1,1,10,1,1,5,2,15,11.8,-8
2014-15,Regular,13,24/11/14,29,29.9,CLE,Home,ORL,Win,32,31,9,17,0.529,2,4,0.5,9,11,0.818,1,3,4,11,3,0,1,0,29,31.2,19
2014-15,Regular,14,26/11/14,29,29.91,CLE,Home,WAS,Win,26,36.1,7,14,0.5,1,5,0.2,14,17,0.824,1,9,10,8,3,0,4,3,29,27.6,24
2014-15,Regular,15,29/11/14,29,29.92,CLE,Home,IND,Win,12,31.7,9,18,0.5,0,1,0,1,2,0.5,0,2,2,7,1,0,3,1,19,12.7,14
2014-15,Regular,16,2/12/14,29,29.92,CLE,Home,MIL,Win,3,41.1,6,15,0.4,0,4,0,14,21,0.667,1,4,5,10,0,0,7,1,26,16.6,16
2014-15,Regular,17,4/12/14,29,29.93,CLE,Away,NYK,Win,3,39.5,7,17,0.412,1,6,0.167,4,7,0.571,1,4,5,12,2,0,4,2,19,16.2,12
2014-15,Regular,18,5/12/14,29,29.93,CLE,Away,TOR,Win,14,42.5,9,18,0.5,2,4,0.5,4,6,0.667,0,7,7,13,3,1,4,2,24,24.3,11
2014-15,Regular,19,8/12/14,29,29.94,CLE,Away,BRK,Win,22,33.9,8,17,0.471,1,3,0.333,1,2,0.5,0,4,4,7,3,0,3,2,18,14.2,20
2014-15,Regular,20,9/12/14,29,29.94,CLE,Home,TOR,Win,4,41.9,12,21,0.571,2,5,0.4,9,9,1,1,1,2,4,2,2,2,1,35,29.9,7
2014-15,Regular,Did Not Dress,11/12/14,29,29.95,CLE,Away,OKC,Lose,-9,,,,,,,,,,,,,,,,,,,,,
2014-15,Regular,21,12/12/14,29,29.95,CLE,Away,NOP,Lose,-5,37.6,17,24,0.708,2,2,1,5,8,0.625,0,5,5,5,0,1,2,1,41,33.1,-3
2014-15,Regular,22,15/12/14,29,29.96,CLE,Home,CHO,Win,9,40.3,11,19,0.579,2,3,0.667,3,4,0.75,0,7,7,14,1,3,5,2,27,26.9,16
2014-15,Regular,23,17/12/14,29,29.96,CLE,Home,ATL,Lose,-29,29,8,16,0.5,0,2,0,5,7,0.714,0,3,3,2,2,0,2,0,21,14.5,-18
2014-15,Regular,24,19/12/14,29,29.97,CLE,Home,BRK,Win,4,39.9,7,18,0.389,2,4,0.5,6,8,0.75,1,3,4,9,2,0,4,4,22,15.7,-5
2014-15,Regular,25,21/12/14,29,29.98,CLE,Home,MEM,Win,14,37.6,9,15,0.6,3,5,0.6,4,6,0.667,0,1,1,11,0,1,5,1,25,20.6,8
2014-15,Regular,26,23/12/14,29,29.98,CLE,Home,MIN,Win,21,34.6,8,16,0.5,4,7,0.571,4,5,0.8,0,4,4,3,1,3,2,3,24,18.8,22
2014-15,Regular,27,25/12/14,29,29.99,CLE,Away,MIA,Lose,-10,40,9,16,0.563,2,8,0.25,10,18,0.556,0,4,4,8,0,0,4,1,30,21.6,-9
2014-15,Regular,28,26/12/14,29,29.99,CLE,Away,ORL,Win,9,36.9,10,20,0.5,0,5,0,9,11,0.818,0,5,5,8,2,2,4,1,29,24.3,7
2014-15,Regular,29,28/12/14,29,29.99,CLE,Home,DET,Lose,-23,31.9,5,19,0.263,2,6,0.333,5,5,1,1,9,10,7,1,0,7,3,17,6.8,-17
2014-15,Regular,Inactive,30/12/14,30,30,CLE,Away,ATL,Lose,-8,,,,,,,,,,,,,,,,,,,,,
2014-15,Regular,Inactive,31/12/14,30,30,CLE,Home,MIL,Lose,-16,,,,,,,,,,,,,,,,,,,,,
2014-15,Regular,Inactive,2/1/15,30,30.01,CLE,Away,CHO,Win,4,,,,,,,,,,,,,,,,,,,,,
2014-15,Regular,Inactive,4/1/15,30,30.01,CLE,Home,DAL,Lose,-19,,,,,,,,,,,,,,,,,,,,,
2014-15,Regular,Inactive,5/1/15,30,30.02,CLE,Away,PHI,Lose,-3,,,,,,,,,,,,,,,,,,,,,
2014-15,Regular,Inactive,7/1/15,30,30.02,CLE,Home,HOU,Lose,-12,,,,,,,,,,,,,,,,,,,,,
2014-15,Regular,Inactive,9/1/15,30,30.03,CLE,Away,GSW,Lose,-18,,,,,,,,,,,,,,,,,,,,,
2014-15,Regular,Inactive,11/1/15,30,30.03,CLE,Away,SAC,Lose,-19,,,,,,,,,,,,,,,,,,,,,
2014-15,Regular,30,13/1/15,30,30.04,CLE,Away,PHO,Lose,-7,36.7,11,18,0.611,3,8,0.375,8,13,0.615,1,6,7,5,1,0,5,3,33,23.6,4
2014-15,Regular,31,15/1/15,30,30.04,CLE,Away,LAL,Win,7,38,12,23,0.522,4,9,0.444,8,13,0.615,1,3,4,5,2,0,1,2,36,28,15
2014-15,Regular,32,16/1/15,30,30.05,CLE,Away,LAC,Win,5,42.5,11,23,0.478,3,8,0.375,7,12,0.583,0,11,11,7,3,0,9,4,32,18.9,8
2014-15,Regular,33,19/1/15,30,30.05,CLE,Home,CHI,Win,14,36.3,12,23,0.522,0,3,0,2,3,0.667,1,4,5,4,0,0,6,4,26,11.4,16
2014-15,Regular,34,21/1/15,30,30.06,CLE,Home,UTA,Win,14,35.8,8,16,0.5,0,2,0,10,14,0.714,2,5,7,9,4,0,7,0,26,22.6,14
2014-15,Regular,35,23/1/15,30,30.07,CLE,Home,CHO,Win,39,26.6,9,15,0.6,2,4,0.5,5,6,0.833,1,5,6,9,4,1,2,1,25,28.5,32
2014-15,Regular,36,25/1/15,30,30.07,CLE,Home,OKC,Win,10,38.6,11,25,0.44,2,6,0.333,10,13,0.769,0,7,7,5,1,2,2,1,34,25.3,5
2014-15,Regular,37,27/1/15,30,30.08,CLE,Away,DET,Win,8,35.9,11,24,0.458,0,4,0,10,11,0.909,0,6,6,7,1,0,4,3,32,21.7,0
2014-15,Regular,Did Not Play,28/1/15,30,30.08,CLE,Home,POR,Win,5,,,,,,,,,,,,,,,,,,,,,
2014-15,Regular,38,30/1/15,30,30.08,CLE,Home,SAC,Win,11,33.1,7,16,0.438,1,4,0.25,4,6,0.667,0,3,3,7,4,2,6,1,19,14.6,13
2014-15,Regular,39,31/1/15,30,30.09,CLE,Away,MIN,Win,16,39.8,14,25,0.56,3,8,0.375,5,8,0.625,3,3,6,5,0,1,2,1,36,27.7,25
2014-15,Regular,40,2/2/15,30,30.09,CLE,Home,PHI,Win,13,35.9,6,17,0.353,1,4,0.25,5,6,0.833,0,3,3,11,2,0,6,2,18,11.9,19
2014-15,Regular,41,5/2/15,30,30.1,CLE,Home,LAC,Win,11,27.8,8,14,0.571,1,2,0.5,6,7,0.857,0,3,3,9,1,0,2,0,23,22.2,27
2014-15,Regular,42,6/2/15,30,30.1,CLE,Away,IND,Lose,-4,38.6,10,21,0.476,0,4,0,5,8,0.625,0,6,6,5,2,1,7,3,25,12.9,-3
2014-15,Regular,43,8/2/15,30,30.11,CLE,Home,LAL,Win,15,30.2,8,16,0.5,2,7,0.286,4,5,0.8,2,8,10,8,1,0,6,2,22,17.2,15
2014-15,Regular,44,11/2/15,30,30.12,CLE,Home,MIA,Win,20,31.5,6,16,0.375,0,4,0,6,7,0.857,0,9,9,7,1,0,5,2,18,11.6,19
2014-15,Regular,45,12/2/15,30,30.12,CLE,Away,CHI,Lose,-15,34.2,12,26,0.462,2,9,0.222,5,6,0.833,0,5,5,4,0,0,8,3,31,12.3,-27
2014-15,Regular,46,20/2/15,30,30.14,CLE,Away,WAS,Win,38,25.1,12,21,0.571,3,5,0.6,1,3,0.333,0,5,5,6,1,0,2,3,28,20.8,30
2014-15,Regular,47,22/2/15,30,30.15,CLE,Away,NYK,Win,18,27.9,7,17,0.412,1,6,0.167,3,5,0.6,0,7,7,7,2,0,4,2,18,12.3,14
2014-15,Regular,48,24/2/15,30,30.15,CLE,Away,DET,Win,9,39.1,6,14,0.429,1,5,0.2,6,10,0.6,0,7,7,11,3,1,9,3,19,13.3,27
2014-15,Regular,49,26/2/15,30,30.16,CLE,Home,GSW,Win,11,36.2,15,25,0.6,4,9,0.444,8,11,0.727,1,10,11,5,3,1,6,5,42,32.2,9
2014-15,Regular,Did Not Dress,27/2/15,30,30.16,CLE,Away,IND,Lose,-7,,,,,,,,,,,,,,,,,,,,,
2014-15,Regular,50,1/3/15,30,30.17,CLE,Away,HOU,Lose,-2,42.1,15,35,0.429,4,12,0.333,3,11,0.273,2,6,8,4,3,3,4,4,37,20.8,-8
2014-15,Regular,51,3/3/15,30,30.17,CLE,Home,BOS,Win,31,25.6,12,23,0.522,0,1,0,3,3,1,1,2,3,5,3,1,1,0,27,23.2,35
2014-15,Regular,52,4/3/15,30,30.18,CLE,Away,TOR,Win,8,37.5,9,16,0.563,3,6,0.5,8,13,0.615,1,5,6,14,0,0,3,2,29,27.6,6
2014-15,Regular,53,6/3/15,30,30.18,CLE,Away,ATL,Lose,-9,40.2,5,13,0.385,1,4,0.25,7,8,0.875,1,5,6,8,2,1,9,3,18,10.8,-4
2014-15,Regular,54,7/3/15,30,30.18,CLE,Home,PHO,Win,10,36.4,6,16,0.375,2,5,0.4,3,6,0.5,0,6,6,8,1,0,4,3,17,10.2,19
2014-15,Regular,55,10/3/15,30,30.19,CLE,Away,DAL,Win,33,29,10,14,0.714,4,6,0.667,3,5,0.6,0,7,7,8,1,1,2,3,27,26.6,27
2014-15,Regular,56,12/3/15,30,30.2,CLE,Away,SAS,Win,3,43.7,10,20,0.5,3,6,0.5,8,10,0.8,0,5,5,7,2,1,3,2,31,25.5,4
2014-15,Regular,57,15/3/15,30,30.21,CLE,Away,ORL,Win,15,34.7,9,14,0.643,0,3,0,3,4,0.75,1,7,8,13,3,1,1,3,21,27.8,25
2014-15,Regular,58,16/3/15,30,30.21,CLE,Away,MIA,Lose,-14,35.3,8,19,0.421,4,8,0.5,6,8,0.75,1,1,2,4,0,0,4,2,26,14.1,-17
2014-15,Regular,59,18/3/15,30,30.21,CLE,Home,BRK,Win,25,34.6,5,13,0.385,2,4,0.5,4,6,0.667,1,2,3,7,1,0,2,1,16,12.9,13
2014-15,Regular,60,20/3/15,30,30.22,CLE,Home,IND,Win,3,39.3,13,26,0.5,2,6,0.333,1,2,0.5,0,7,7,5,0,0,3,0,29,18.2,-7
2014-15,Regular,61,22/3/15,30,30.22,CLE,Away,MIL,Win,18,39.5,10,17,0.588,1,4,0.25,7,7,1,2,8,10,6,5,1,5,1,28,28.4,4
2014-15,Regular,62,25/3/15,30,30.23,CLE,Away,MEM,Win,22,31.5,7,15,0.467,3,5,0.6,3,4,0.75,0,8,8,5,0,0,1,2,20,16,31
2014-15,Regular,63,27/3/15,30,30.24,CLE,Away,BRK,Lose,-8,38.5,8,15,0.533,2,5,0.4,6,8,0.75,0,5,5,9,5,1,3,4,24,24.8,-1
2014-15,Regular,64,29/3/15,30,30.24,CLE,Home,PHI,Win,1,37.9,8,24,0.333,1,4,0.25,3,6,0.5,2,9,11,6,0,1,5,0,20,9.2,-4
2014-15,Regular,65,2/4/15,30,30.25,CLE,Home,MIA,Win,26,35.5,9,16,0.563,1,2,0.5,4,5,0.8,1,7,8,7,1,3,3,3,23,21.6,14
2014-15,Regular,66,5/4/15,30,30.26,CLE,Home,CHI,Win,5,36.5,8,17,0.471,1,3,0.333,3,6,0.5,2,8,10,12,3,1,3,4,20,21.4,11
2014-15,Regular,67,8/4/15,30,30.27,CLE,Away,MIL,Win,5,39.9,8,15,0.533,2,5,0.4,3,4,0.75,2,7,9,8,1,1,2,2,21,21.3,0
2014-15,Regular,68,10/4/15,30,30.28,CLE,Home,BOS,Lose,-9,26.1,5,14,0.357,0,5,0,4,9,0.444,0,3,3,7,1,0,3,1,14,7.6,1
2014-15,Regular,Did Not Play,12/4/15,30,30.28,CLE,Away,BOS,Lose,-39,,,,,,,,,,,,,,,,,,,,,
2014-15,Regular,69,13/4/15,30,30.28,CLE,Home,DET,Win,12,32.2,7,17,0.412,3,4,0.75,4,6,0.667,3,7,10,11,2,1,1,0,21,24.7,19
2014-15,Regular,Inactive,15/4/15,30,30.29,CLE,Home,WAS,Win,5,,,,,,,,,,,,,,,,,,,,,
2014-15,Playoffs,1,19/4/15,30,30.3,CLE,Home,BOS,Win,13,41.9,8,18,0.444,1,3,0.333,3,4,0.75,0,6,6,7,2,1,5,2,20,13.8,3
2014-15,Playoffs,2,21/4/15,30,30.31,CLE,Home,BOS,Win,8,41.8,11,22,0.5,1,5,0.2,7,8,0.875,1,8,9,7,0,2,6,3,30,20.8,11
2014-15,Playoffs,3,23/4/15,30,30.31,CLE,Away,BOS,Win,8,42,13,26,0.5,1,5,0.2,4,5,0.8,1,10,11,4,4,2,2,1,31,27.1,0
2014-15,Playoffs,4,26/4/15,30,30.32,CLE,Away,BOS,Win,8,46.4,10,24,0.417,1,7,0.143,6,10,0.6,0,10,10,8,3,1,6,2,27,18.1,7
2014-15,Playoffs,5,4/5/15,30,30.34,CLE,Home,CHI,Lose,-7,41.9,9,22,0.409,0,3,0,1,2,0.5,4,11,15,9,3,1,6,4,19,15.3,-11
2014-15,Playoffs,6,6/5/15,30,30.35,CLE,Home,CHI,Win,15,34.2,13,29,0.448,0,2,0,7,9,0.778,3,5,8,5,2,1,2,2,33,24.1,31
2014-15,Playoffs,7,8/5/15,30,30.35,CLE,Away,CHI,Lose,-3,43.7,8,25,0.32,1,7,0.143,10,11,0.909,2,6,8,14,1,1,7,4,27,18.4,1
2014-15,Playoffs,8,10/5/15,30,30.36,CLE,Away,CHI,Win,2,43.2,10,30,0.333,1,7,0.143,4,4,1,2,12,14,8,1,2,8,4,25,11.4,5
2014-15,Playoffs,9,12/5/15,30,30.36,CLE,Home,CHI,Win,5,40.9,14,24,0.583,1,5,0.2,9,12,0.75,2,10,12,6,3,3,0,3,38,38.1,-4
2014-15,Playoffs,10,14/5/15,30,30.37,CLE,Away,CHI,Win,21,41.1,7,23,0.304,0,4,0,1,2,0.5,1,8,9,11,0,2,4,4,15,7.9,20
2014-15,Playoffs,11,20/5/15,30,30.39,CLE,Away,ATL,Win,8,38,12,26,0.462,0,1,0,7,8,0.875,1,7,8,6,1,0,4,3,31,20,3
2014-15,Playoffs,12,22/5/15,30,30.39,CLE,Away,ATL,Win,12,39,10,22,0.455,2,7,0.286,8,11,0.727,1,8,9,11,0,1,4,1,30,24.5,18
2014-15,Playoffs,13,24/5/15,30,30.4,CLE,Home,ATL,Win,3,46.8,14,37,0.378,1,6,0.167,8,10,0.8,8,10,18,13,3,0,6,4,37,29,-3
2014-15,Playoffs,14,26/5/15,30,30.4,CLE,Home,ATL,Win,30,29.2,10,20,0.5,2,6,0.333,1,4,0.25,0,9,9,7,2,1,1,2,23,20.3,20
2014-15,Playoffs,15,4/6/15,30,30.43,CLE,Away,GSW,Lose,-8,45.8,18,38,0.474,2,8,0.25,6,10,0.6,0,8,8,6,0,0,4,2,44,24.8,-3
2014-15,Playoffs,16,7/6/15,30,30.44,CLE,Away,GSW,Win,2,50.3,11,35,0.314,3,6,0.5,14,18,0.778,4,12,16,11,1,1,3,3,39,28.9,0
2014-15,Playoffs,17,9/6/15,30,30.44,CLE,Home,GSW,Win,5,46,14,34,0.412,2,6,0.333,10,12,0.833,1,11,12,8,4,2,4,1,40,31.6,7
2014-15,Playoffs,18,11/6/15,30,30.45,CLE,Home,GSW,Lose,-21,40.9,7,22,0.318,1,4,0.25,5,10,0.5,2,10,12,8,0,0,2,5,20,11.4,-15
2014-15,Playoffs,19,14/6/15,30,30.45,CLE,Away,GSW,Lose,-13,44.8,15,34,0.441,3,8,0.375,7,9,0.778,1,13,14,11,1,0,2,5,40,30.7,-11
2014-15,Playoffs,20,16/6/15,30,30.46,CLE,Home,GSW,Lose,-8,46.7,13,33,0.394,2,10,0.2,4,8,0.5,3,15,18,9,2,0,6,3,32,20.2,-3
2013-14,Regular,1,29/10/13,28,28.83,MIA,Home,CHI,Win,12,38,5,11,0.455,0,1,0,7,9,0.778,0,6,6,8,1,0,2,0,17,16.9,8
2013-14,Regular,2,30/10/13,28,28.83,MIA,Away,PHI,Lose,-4,36.6,9,17,0.529,4,7,0.571,3,4,0.75,0,4,4,13,0,0,4,3,25,21.4,-8
2013-14,Regular,3,1/11/13,28,28.84,MIA,Away,BRK,Lose,-1,42.2,11,19,0.579,1,2,0.5,3,5,0.6,1,6,7,6,2,1,5,2,26,19.9,-3
2013-14,Regular,4,3/11/13,28,28.84,MIA,Home,WAS,Win,10,34.7,9,14,0.643,3,5,0.6,4,5,0.8,0,3,3,5,1,0,6,2,25,17,16
2013-14,Regular,5,5/11/13,28,28.85,MIA,Away,TOR,Win,9,36,13,20,0.65,1,3,0.333,8,8,1,2,6,8,8,0,1,1,2,35,33.9,3
2013-14,Regular,6,7/11/13,28,28.85,MIA,Home,LAC,Win,5,37.2,6,13,0.462,1,3,0.333,5,9,0.556,0,5,5,6,1,0,4,4,18,10.8,-1
2013-14,Regular,7,9/11/13,28,28.86,MIA,Home,BOS,Lose,-1,36.5,9,13,0.692,0,0,,7,9,0.778,1,7,8,10,0,0,5,1,25,23.1,5
2013-14,Regular,8,12/11/13,28,28.87,MIA,Home,MIL,Win,23,30,13,21,0.619,4,7,0.571,3,6,0.5,0,3,3,2,0,0,3,0,33,21.6,14
2013-14,Regular,9,15/11/13,28,28.88,MIA,Home,DAL,Win,6,37,14,18,0.778,1,1,1,10,11,0.909,0,6,6,4,1,0,6,0,39,31.2,0
2013-14,Regular,10,16/11/13,28,28.88,MIA,Away,CHA,Win,16,31.9,13,18,0.722,0,0,,4,4,1,1,3,4,7,1,1,3,1,30,27.4,7
2013-14,Regular,11,19/11/13,28,28.89,MIA,Home,ATL,Win,16,30.7,6,13,0.462,0,0,,1,3,0.333,2,4,6,5,1,0,3,0,13,9.6,14
2013-14,Regular,12,20/11/13,28,28.89,MIA,Away,ORL,Win,28,29.1,5,11,0.455,0,2,0,11,11,1,1,5,6,7,1,1,4,0,21,20.1,23
2013-14,Regular,13,23/11/13,28,28.9,MIA,Home,ORL,Win,2,37.6,7,13,0.538,3,6,0.5,5,7,0.714,0,9,9,7,3,0,3,0,22,22.5,7
2013-14,Regular,14,25/11/13,28,28.9,MIA,Home,PHO,Win,15,33.4,11,14,0.786,2,4,0.5,11,11,1,0,5,5,4,1,1,4,0,35,31.6,1
2013-14,Regular,15,27/11/13,28,28.91,MIA,Away,CLE,Win,11,37.1,9,19,0.474,1,3,0.333,9,11,0.818,0,8,8,8,3,0,1,3,28,26.3,0
2013-14,Regular,16,29/11/13,28,28.92,MIA,Away,TOR,Win,7,36.5,10,17,0.588,3,5,0.6,4,6,0.667,1,5,6,3,1,1,3,2,27,20.5,3
2013-14,Regular,17,1/12/13,28,28.92,MIA,Home,CHA,Win,1,38.3,8,13,0.615,1,3,0.333,9,10,0.9,0,5,5,4,1,1,3,0,26,22.7,-4
2013-14,Regular,18,3/12/13,28,28.93,MIA,Home,DET,Lose,-10,37,8,15,0.533,2,5,0.4,5,8,0.625,3,2,5,6,2,1,6,2,23,17.3,-6
2013-14,Regular,19,5/12/13,28,28.93,MIA,Away,CHI,Lose,-20,33.3,7,17,0.412,1,4,0.25,6,8,0.75,0,5,5,2,3,0,1,2,21,15.2,-21
2013-14,Regular,20,7/12/13,28,28.94,MIA,Away,MIN,Win,21,30.6,9,12,0.75,0,0,,3,5,0.6,4,10,14,8,2,0,7,3,21,20.6,9
2013-14,Regular,21,8/12/13,28,28.94,MIA,Away,DET,Win,15,35,10,15,0.667,0,2,0,4,5,0.8,1,6,7,9,2,0,6,2,24,21.1,18
2013-14,Regular,22,10/12/13,28,28.95,MIA,Away,IND,Lose,-6,38.5,6,16,0.375,1,4,0.25,4,6,0.667,1,13,14,6,2,0,5,3,17,12,-2
2013-14,Regular,23,14/12/13,28,28.96,MIA,Home,CLE,Win,7,40.6,9,12,0.75,0,2,0,7,10,0.7,2,7,9,9,4,0,2,2,25,30,6
