Season,Stage,Game,Date,Age,Age Precise,Team,Home/Away,Opponent,Outcome Win/Lose,Outcome Points Difference,Minutes Played,Field Goals,Field Goal Attempts,Field Goal Percentage,3-Point Field Goals,3-Point Field Goal Attempts,3-Point Field Goal Percentage,Free Throws,Free Throw Attempts,Free Throw Percentage,Offensive Rebounds,Defensive Rebounds,Total Rebounds,Assists,Steals,Blocks,Turnovers,Personal Fouls,Points,GameScore,Plus/Minus
1995-96,Regular,25,23/12/95,32,32.85,CHI,Home,UTA,Win,14,37.00,12,22,0.545,1,2,0.5,5,5,1,1,6,7,8,3,1,2,2,30,28.4,
1995-96,Regular,26,26/12/95,32,32.85,CHI,Away,IND,Lose,-6,43.00,11,28,0.393,1,2,0.5,7,9,0.778,2,8,10,4,1,2,2,3,30,19.8,
1995-96,Regular,27,29/12/95,32,32.86,CHI,Home,IND,Win,27,36.00,8,20,0.4,0,2,0,13,18,0.722,3,4,7,3,3,0,4,4,29,19,
1995-96,Regular,28,30/12/95,32,32.87,CHI,Home,ATL,Win,2,42.00,14,27,0.519,1,2,0.5,4,6,0.667,2,5,7,6,4,1,5,3,33,24.5,
1995-96,Regular,29,3/1/96,32,32.88,CHI,Home,HOU,Win,14,40.00,17,29,0.586,1,1,1,3,4,0.75,3,5,8,5,3,0,1,3,38,32,
1995-96,Regular,30,4/1/96,32,32.88,CHI,Away,CHH,Win,24,34.00,11,20,0.55,0,1,0,5,7,0.714,1,4,5,5,1,0,1,1,27,21.6,
1995-96,Regular,31,6/1/96,32,32.88,CHI,Home,MIL,Win,29,37.00,10,20,0.5,2,4,0.5,10,12,0.833,1,1,2,3,3,1,0,2,32,27.2,
1995-96,Regular,32,10/1/96,32,32.9,CHI,Home,SEA,Win,26,36.00,14,25,0.56,1,2,0.5,6,7,0.857,1,13,14,5,0,1,4,2,35,26.7,
1995-96,Regular,33,13/1/96,32,32.9,CHI,Away,PHI,Win,27,34.00,18,28,0.643,5,7,0.714,7,7,1,3,7,10,2,1,1,2,1,48,40.5,
1995-96,Regular,34,15/1/96,32,32.91,CHI,Away,WSB,Win,7,39.00,16,31,0.516,3,7,0.429,11,11,1,0,4,4,2,1,0,5,5,46,27.3,
1995-96,Regular,35,16/1/96,32,32.91,CHI,Home,PHI,Win,12,32.00,13,22,0.591,2,6,0.333,4,6,0.667,3,4,7,2,3,0,1,1,32,27.3,
1995-96,Regular,36,18/1/96,32,32.92,CHI,Away,TOR,Win,3,43.00,14,28,0.5,4,8,0.5,6,8,0.75,4,5,9,2,1,0,1,0,38,28.9,
1995-96,Regular,37,21/1/96,32,32.93,CHI,Away,DET,Win,15,43.00,12,23,0.522,3,5,0.6,9,11,0.818,3,5,8,4,2,1,3,1,36,29.6,
1995-96,Regular,38,23/1/96,32,32.93,CHI,Away,NYK,Win,20,36.00,13,23,0.565,3,4,0.75,4,5,0.8,1,5,6,4,3,0,2,1,33,27.3,
1995-96,Regular,39,24/1/96,32,32.93,CHI,Home,VAN,Win,20,26.00,4,10,0.4,0,1,0,4,6,0.667,1,2,3,6,0,0,1,4,12,8.7,
1995-96,Regular,40,26/1/96,32,32.94,CHI,Home,MIA,Win,22,35.00,10,21,0.476,1,3,0.333,4,5,0.8,4,5,9,4,3,2,8,4,25,15.8,
1995-96,Regular,41,28/1/96,32,32.95,CHI,Home,PHO,Win,11,42.00,13,25,0.52,0,2,0,5,7,0.714,3,3,6,6,3,1,2,5,31,24.8,
1995-96,Regular,42,30/1/96,32,32.95,CHI,Away,HOU,Win,11,43.00,7,26,0.269,1,6,0.167,7,8,0.875,3,5,8,1,4,0,2,3,22,11.3,
1995-96,Regular,43,1/2/96,32,32.96,CHI,Away,SAC,Win,20,38.00,7,16,0.438,0,1,0,13,14,0.929,0,2,2,1,2,1,4,4,27,16.6,
1995-96,Regular,44,2/2/96,32,32.96,CHI,Away,LAL,Win,15,39.00,8,17,0.471,0,0,,1,1,1,3,4,7,7,1,0,3,2,17,13.7,
1995-96,Regular,45,4/2/96,32,32.96,CHI,Away,DEN,Lose,-6,42.00,13,29,0.448,4,7,0.571,9,11,0.818,0,3,3,4,3,1,4,1,39,26.1,
1995-96,Regular,46,6/2/96,32,32.97,CHI,Away,PHO,Lose,-10,40.00,9,22,0.409,0,2,0,10,17,0.588,2,0,2,6,3,0,3,5,28,17,
1995-96,Regular,47,7/2/96,32,32.97,CHI,Away,GSW,Win,4,46.00,15,31,0.484,0,0,,10,13,0.769,6,5,11,6,3,2,2,3,40,34.2,
1995-96,Regular,48,13/2/96,32,32.99,CHI,Home,WSB,Win,13,36.00,11,23,0.478,2,3,0.667,8,10,0.8,2,7,9,3,0,0,4,2,32,20.3,
1995-96,Regular,49,15/2/96,32,32.99,CHI,Away,DET,Win,3,49.00,10,30,0.333,0,1,0,12,12,1,2,6,8,5,3,0,1,2,32,22.9,
1995-96,Regular,50,16/2/96,32,33,CHI,Away,MIN,Win,3,38.00,13,23,0.565,4,4,1,5,5,1,1,6,7,4,0,1,2,1,35,27.7,
1995-96,Regular,51,18/2/96,33,33,CHI,Away,IND,Win,8,42.00,16,29,0.552,3,4,0.75,9,10,0.9,4,1,5,7,3,2,3,2,44,38.3,
1995-96,Regular,52,20/2/96,33,33.01,CHI,Home,CLE,Win,26,35.00,6,19,0.316,0,0,,2,3,0.667,3,6,9,6,0,0,0,3,14,9.6,
1995-96,Regular,53,22/2/96,33,33.01,CHI,Away,ATL,Win,5,43.00,15,26,0.577,2,2,1,2,2,1,1,2,3,3,0,1,2,0,34,23.9,
1995-96,Regular,54,23/2/96,33,33.02,CHI,Away,MIA,Lose,-9,40.00,9,21,0.429,1,4,0.25,12,13,0.923,3,6,9,5,4,0,3,4,31,26.3,
1995-96,Regular,55,25/2/96,33,33.02,CHI,Home,ORL,Win,20,40.00,8,19,0.421,1,1,1,6,8,0.75,2,3,5,7,2,0,1,2,23,19.5,
1995-96,Regular,56,27/2/96,33,33.03,CHI,Home,MIN,Win,21,41.00,11,24,0.458,2,3,0.667,11,12,0.917,2,4,6,7,2,0,1,2,35,29.9,
1995-96,Regular,57,1/3/96,33,33.04,CHI,Home,GSW,Win,23,35.00,7,17,0.412,1,3,0.333,2,3,0.667,0,3,3,6,6,0,3,1,17,15.2,
1995-96,Regular,58,2/3/96,33,33.04,CHI,Home,BOS,Win,32,32.00,8,15,0.533,0,2,0,5,8,0.625,3,5,8,8,4,1,1,0,21,25.4,
1995-96,Regular,59,5/3/96,33,33.05,CHI,Home,MIL,Win,9,32.00,12,20,0.6,4,5,0.8,5,6,0.833,4,4,8,4,2,0,3,0,33,29.2,
1995-96,Regular,60,7/3/96,33,33.05,CHI,Home,DET,Win,21,38.00,21,28,0.75,2,4,0.5,9,10,0.9,2,9,11,2,6,0,4,3,53,47.7,
1995-96,Regular,61,10/3/96,33,33.06,CHI,Away,NYK,Lose,-32,43.00,12,26,0.462,2,4,0.5,6,7,0.857,1,7,8,3,1,1,7,3,32,16.6,
1995-96,Regular,62,13/3/96,33,33.07,CHI,Home,WSB,Win,17,36.00,12,25,0.48,2,6,0.333,11,12,0.917,0,6,6,5,1,0,3,2,37,26.4,
1995-96,Regular,63,15/3/96,33,33.07,CHI,Home,DEN,Win,21,36.00,14,22,0.636,3,5,0.6,2,3,0.667,0,6,6,3,3,2,3,2,33,27.3,
1995-96,Regular,64,16/3/96,33,33.08,CHI,Away,NJN,Win,4,43.00,14,29,0.483,2,5,0.4,7,7,1,2,14,16,5,1,3,0,4,37,32.9,
1995-96,Regular,65,18/3/96,33,33.08,CHI,Away,PHI,Win,4,47.00,15,32,0.469,0,5,0,8,10,0.8,2,9,11,4,1,0,2,5,38,24.7,
1995-96,Regular,66,19/3/96,33,33.08,CHI,Home,SAC,Win,22,35.00,7,16,0.438,0,3,0,6,6,1,2,7,9,3,2,0,6,3,20,12,
1995-96,Regular,67,21/3/96,33,33.09,CHI,Home,NYK,Win,21,37.00,14,24,0.583,1,4,0.25,7,7,1,0,11,11,5,1,0,1,3,36,30.4,
1995-96,Regular,68,24/3/96,33,33.1,CHI,Away,TOR,Lose,-1,39.00,14,22,0.636,0,1,0,8,8,1,5,4,9,2,0,2,2,3,36,30.5,
1995-96,Regular,69,28/3/96,33,33.11,CHI,Home,ATL,Win,31,30.00,5,12,0.417,0,1,0,3,6,0.5,0,5,5,7,1,1,0,3,13,12.3,
1995-96,Regular,70,30/3/96,33,33.12,CHI,Home,LAC,Win,21,34.00,6,15,0.4,0,1,0,9,10,0.9,4,5,9,6,2,0,1,1,21,21.6,
1995-96,Regular,71,2/4/96,33,33.12,CHI,Away,MIA,Win,18,37.00,11,23,0.478,2,3,0.667,8,8,1,1,7,8,3,2,0,1,4,32,24.6,
1995-96,Regular,72,4/4/96,33,33.13,CHI,Home,MIA,Win,8,41.00,13,24,0.542,1,4,0.25,13,16,0.813,3,4,7,3,4,2,4,2,40,33.2,
1995-96,Regular,73,5/4/96,33,33.13,CHI,Away,CHH,Win,34,28.00,10,16,0.625,2,2,1,2,3,0.667,0,5,5,4,3,0,3,0,24,20.7,
1995-96,Regular,74,7/4/96,33,33.14,CHI,Away,ORL,Win,4,44.00,10,30,0.333,2,4,0.5,5,5,1,1,2,3,1,2,0,1,2,27,12.2,
1995-96,Regular,75,8/4/96,33,33.14,CHI,Home,CHH,Lose,-1,42.00,13,27,0.481,1,3,0.333,13,19,0.684,4,7,11,5,1,0,1,2,40,31.5,
1995-96,Regular,76,11/4/96,33,33.15,CHI,Away,NJN,Win,13,26.00,8,18,0.444,0,1,0,1,4,0.25,3,4,7,3,3,0,3,0,17,11.8,
1995-96,Regular,77,12/4/96,33,33.15,CHI,Home,PHI,Win,30,29.00,10,16,0.625,2,4,0.5,1,1,1,2,1,3,0,4,1,2,2,23,19.4,
1995-96,Regular,78,14/4/96,33,33.16,CHI,Away,CLE,Win,26,35.00,11,18,0.611,4,7,0.571,6,6,1,3,9,12,3,1,0,3,0,32,28.7,
1995-96,Regular,79,16/4/96,33,33.16,CHI,Away,MIL,Win,6,42.00,9,27,0.333,1,4,0.25,3,4,0.75,1,8,9,4,2,1,4,1,22,10.5,
1995-96,Regular,80,18/4/96,33,33.17,CHI,Home,DET,Win,31,24.00,11,18,0.611,4,5,0.8,4,4,1,1,4,5,1,1,0,2,1,30,23,
1995-96,Regular,81,20/4/96,33,33.17,CHI,Home,IND,Lose,-1,31.00,9,23,0.391,2,5,0.4,4,5,0.8,0,2,2,6,1,1,3,4,24,13,
1995-96,Regular,82,21/4/96,33,33.18,CHI,Away,WSB,Win,10,24.00,11,22,0.5,1,3,0.333,3,3,1,1,3,4,4,4,0,1,0,26,22.4,
1995-96,Playoffs,1,26/4/96,33,33.19,CHI,Home,MIA,Win,17,38.00,13,22,0.591,0,1,0,9,12,0.75,2,2,4,2,1,1,4,5,35,22.7,
1995-96,Playoffs,2,28/4/96,33,33.19,CHI,Home,MIA,Win,31,32.00,9,17,0.529,2,3,0.667,9,12,0.75,0,4,4,4,1,0,0,0,29,24.5,
1995-96,Playoffs,3,1/5/96,33,33.2,CHI,Away,MIA,Win,21,33.00,10,23,0.435,3,6,0.5,3,3,1,1,2,3,2,3,0,0,0,26,19.6,
1995-96,Playoffs,4,5/5/96,33,33.21,CHI,Home,NYK,Win,7,41.00,17,35,0.486,1,5,0.2,9,9,1,1,4,5,2,0,0,1,4,44,27,
1995-96,Playoffs,5,7/5/96,33,33.22,CHI,Home,NYK,Win,11,40.00,11,25,0.44,1,3,0.333,5,5,1,3,2,5,5,3,0,2,0,28,22.1,
1995-96,Playoffs,6,11/5/96,33,33.23,CHI,Away,NYK,Lose,-3,51.00,17,35,0.486,2,5,0.4,10,13,0.769,3,1,4,2,2,0,4,2,46,28.1,
1995-96,Playoffs,7,12/5/96,33,33.23,CHI,Away,NYK,Win,3,40.00,7,23,0.304,2,7,0.286,11,13,0.846,2,6,8,8,2,1,0,5,27,22.4,
1995-96,Playoffs,8,14/5/96,33,33.24,CHI,Home,NYK,Win,13,43.00,13,29,0.448,1,2,0.5,8,9,0.889,1,1,2,5,2,0,2,5,35,22,
1995-96,Playoffs,9,19/5/96,33,33.25,CHI,Home,ORL,Win,38,37.00,9,17,0.529,1,2,0.5,2,3,0.667,2,5,7,4,2,0,3,3,21,15.8,
1995-96,Playoffs,10,21/5/96,33,33.26,CHI,Home,ORL,Win,5,43.00,9,21,0.429,2,4,0.5,15,16,0.938,1,4,5,6,4,1,2,2,35,31.5,
1995-96,Playoffs,11,25/5/96,33,33.27,CHI,Away,ORL,Win,19,39.00,5,14,0.357,1,1,1,6,11,0.545,3,4,7,4,2,1,2,1,17,13.6,
1995-96,Playoffs,12,27/5/96,33,33.27,CHI,Away,ORL,Win,5,44.00,16,23,0.696,3,4,0.75,10,14,0.714,2,1,3,5,1,1,4,5,45,34.6,
1995-96,Playoffs,13,5/6/96,33,33.3,CHI,Home,SEA,Win,17,41.00,9,18,0.5,1,4,0.25,9,10,0.9,0,7,7,2,2,1,2,4,28,21.2,
1995-96,Playoffs,14,7/6/96,33,33.3,CHI,Home,SEA,Win,4,43.00,9,22,0.409,1,2,0.5,10,16,0.625,2,4,6,8,2,0,2,3,29,21.8,
1995-96,Playoffs,15,9/6/96,33,33.31,CHI,Away,SEA,Win,22,41.00,11,23,0.478,3,4,0.75,11,11,1,2,1,3,5,2,0,3,1,36,28.1,
1995-96,Playoffs,16,12/6/96,33,33.32,CHI,Away,SEA,Lose,-21,41.00,6,19,0.316,0,2,0,11,13,0.846,1,2,3,2,1,0,4,3,23,9.8,
1995-96,Playoffs,17,14/6/96,33,33.32,CHI,Away,SEA,Lose,-11,43.00,11,22,0.5,0,4,0,4,5,0.8,2,2,4,1,1,0,2,3,26,15.1,
1995-96,Playoffs,18,16/6/96,33,33.33,CHI,Home,SEA,Win,12,43.00,5,19,0.263,1,3,0.333,11,12,0.917,3,6,9,7,2,0,5,3,22,14.9,
1996-97,Regular,1,1/11/96,33,33.71,CHI,Away,BOS,Win,9,43.45,10,22,0.455,0,5,0,10,13,0.769,1,3,4,3,0,0,1,2,30,19.3,
1996-97,Regular,2,2/11/96,33,33.71,CHI,Home,PHI,Win,29,30.32,11,20,0.55,3,7,0.429,2,2,1,1,1,2,5,4,0,2,2,27,23.1,
1996-97,Regular,3,5/11/96,33,33.72,CHI,Home,VAN,Win,23,31.40,9,18,0.5,3,5,0.6,1,1,1,2,5,7,3,4,0,4,2,22,17.2,
1996-97,Regular,4,6/11/96,33,33.72,CHI,Away,MIA,Win,6,39.58,18,33,0.545,1,2,0.5,13,14,0.929,1,5,6,0,1,1,0,1,50,37.2,
1996-97,Regular,5,8/11/96,33,33.73,CHI,Away,DET,Win,18,35.72,6,14,0.429,1,3,0.333,2,2,1,1,3,4,8,1,0,0,3,15,14.6,
1996-97,Regular,6,9/11/96,33,33.73,CHI,Home,BOS,Win,12,31.58,10,23,0.435,0,2,0,7,11,0.636,2,1,3,3,1,0,0,2,27,17.3,
1996-97,Regular,7,11/11/96,33,33.73,CHI,Home,PHO,Win,18,35.50,12,21,0.571,1,1,1,1,2,0.5,1,1,2,5,1,1,3,1,26,18.5,
1996-97,Regular,8,13/11/96,33,33.74,CHI,Home,MIA,Win,32,33.63,8,23,0.348,0,1,0,12,16,0.75,1,4,5,3,1,0,0,3,28,17.3,
1996-97,Regular,9,15/11/96,33,33.75,CHI,Away,CHH,Win,23,28.72,15,25,0.6,4,5,0.8,4,4,1,0,1,1,2,1,1,1,2,38,28.1,
1996-97,Regular,10,16/11/96,33,33.75,CHI,Home,ATL,Win,28,35.15,11,23,0.478,0,1,0,3,4,0.75,0,5,5,3,1,0,2,2,25,14.7,
1996-97,Regular,11,20/11/96,33,33.76,CHI,Away,PHO,Win,14,35.10,16,29,0.552,0,0,,5,6,0.833,1,3,4,4,1,1,2,3,37,25.6,
1996-97,Regular,12,21/11/96,33,33.76,CHI,Away,DEN,Win,18,33.58,12,23,0.522,0,2,0,7,7,1,4,3,7,3,2,1,2,2,31,25.4,
1996-97,Regular,13,23/11/96,33,33.77,CHI,Away,UTA,Lose,-5,39.42,17,32,0.531,0,6,0,10,12,0.833,1,5,6,4,2,1,2,3,44,32.1,
1996-97,Regular,14,25/11/96,33,33.77,CHI,Away,LAC,Win,4,42.52,14,26,0.538,1,3,0.333,11,12,0.917,1,6,7,2,2,4,2,3,40,32.5,
1996-97,Regular,15,29/11/96,33,33.78,CHI,Away,DAL,Win,19,39.80,13,23,0.565,4,5,0.8,6,6,1,0,7,7,4,2,0,2,1,36,29.6,
1996-97,Regular,16,30/11/96,33,33.79,CHI,Away,SAS,Win,9,38.50,14,35,0.4,2,5,0.4,5,5,1,0,9,9,3,0,0,1,0,35,19.9,
1996-97,Regular,17,3/12/96,33,33.79,CHI,Away,MIL,Win,3,41.22,13,27,0.481,0,0,,14,17,0.824,2,4,6,6,0,0,3,1,40,28.5,
1996-97,Regular,18,5/12/96,33,33.8,CHI,Home,LAC,Win,18,31.42,9,21,0.429,0,3,0,2,3,0.667,1,3,4,6,2,0,1,3,20,14.1,
1996-97,Regular,19,7/12/96,33,33.81,CHI,Home,MIA,Lose,-3,41.93,16,30,0.533,0,3,0,5,6,0.833,1,8,9,3,0,0,0,1,37,26.8,
1996-97,Regular,20,8/12/96,33,33.81,CHI,Away,TOR,Lose,-8,40.70,5,17,0.294,1,4,0.25,2,2,1,0,9,9,8,2,2,3,1,13,11.4,
1996-97,Regular,21,11/12/96,33,33.82,CHI,Home,MIN,Win,17,36.20,10,16,0.625,1,1,1,6,6,1,0,7,7,3,3,0,1,0,27,26,
1996-97,Regular,22,13/12/96,33,33.82,CHI,Away,NJN,Win,21,33.98,9,19,0.474,3,5,0.6,11,12,0.917,0,6,6,6,4,0,1,2,32,30.1,
1996-97,Regular,23,14/12/96,33,33.82,CHI,Home,CHH,Win,5,41.00,10,26,0.385,0,3,0,9,12,0.75,2,7,9,5,5,0,1,0,29,24.6,
1996-97,Regular,24,17/12/96,33,33.83,CHI,Home,LAL,Win,6,47.13,10,32,0.313,0,2,0,10,14,0.714,5,4,9,3,1,1,2,2,30,15.7,
1996-97,Regular,25,19/12/96,33,33.84,CHI,Away,CHH,Win,21,35.97,13,27,0.481,3,8,0.375,6,7,0.857,5,3,8,1,1,1,2,0,35,25.7,
1996-97,Regular,26,21/12/96,33,33.84,CHI,Away,PHI,Win,6,43.87,12,29,0.414,1,3,0.333,6,8,0.75,0,1,1,3,1,1,1,4,31,16.2,
1996-97,Regular,27,23/12/96,33,33.85,CHI,Home,NJN,Win,32,33.05,10,18,0.556,0,1,0,4,4,1,2,1,3,4,0,0,3,1,24,16.5,
1996-97,Regular,28,25/12/96,33,33.85,CHI,Home,DET,Win,12,46.23,9,21,0.429,0,4,0,5,7,0.714,6,4,10,2,1,0,4,3,23,13.7,
1996-97,Regular,29,26/12/96,33,33.86,CHI,Away,ATL,Lose,-5,39.50,10,25,0.4,2,5,0.4,12,13,0.923,0,3,3,1,2,1,0,2,34,23.6,
1996-97,Regular,30,28/12/96,33,33.86,CHI,Home,CLE,Win,5,41.57,13,25,0.52,0,1,0,19,20,0.95,2,5,7,5,3,0,4,4,45,36.1,
1996-97,Regular,31,30/12/96,33,33.87,CHI,Home,IND,Win,2,39.80,12,29,0.414,1,5,0.2,3,4,0.75,3,4,7,4,1,0,3,1,28,15.8,
1996-97,Regular,32,3/1/97,33,33.88,CHI,Home,ORL,Win,21,35.08,10,18,0.556,0,2,0,2,2,1,1,3,4,6,2,1,2,2,22,19.1,
1996-97,Regular,33,6/1/97,33,33.89,CHI,Home,UTA,Win,13,40.27,8,20,0.4,2,3,0.667,5,6,0.833,3,5,8,3,3,1,1,1,23,19.8,
1996-97,Regular,34,10/1/97,33,33.9,CHI,Away,MIL,Win,15,38.18,11,23,0.478,3,4,0.75,8,13,0.615,1,4,5,3,0,0,0,2,33,22.5,
1996-97,Regular,35,11/1/97,33,33.9,CHI,Home,HOU,Win,24,38.62,12,25,0.48,4,6,0.667,4,4,1,0,6,6,7,2,0,3,1,32,24.6,
1996-97,Regular,36,14/1/97,33,33.91,CHI,Home,WSB,Win,1,39.72,14,27,0.519,0,4,0,11,11,1,0,2,2,2,2,0,0,3,39,28.5,
1996-97,Regular,37,15/1/97,33,33.91,CHI,Away,MIN,Win,10,34.95,12,22,0.545,1,5,0.2,0,0,,1,2,3,4,1,1,3,2,25,16.4,
1996-97,Regular,38,17/1/97,33,33.92,CHI,Home,MIL,Win,27,36.00,10,15,0.667,1,2,0.5,3,4,0.75,1,6,7,11,2,0,1,2,24,27.5,
1996-97,Regular,39,19/1/97,33,33.92,CHI,Away,HOU,Lose,-16,43.38,8,25,0.32,1,6,0.167,9,9,1,3,11,14,5,1,1,1,0,26,21.3,
1996-97,Regular,40,21/1/97,33,33.93,CHI,Home,NYK,Win,1,43.47,18,30,0.6,5,8,0.625,10,11,0.909,1,3,4,4,2,0,2,1,51,40.8,
1996-97,Regular,41,23/1/97,33,33.93,CHI,Away,CLE,Win,16,38.97,10,24,0.417,1,5,0.2,11,12,0.917,1,8,9,0,1,0,4,2,32,18.1,
1996-97,Regular,42,25/1/97,33,33.94,CHI,Home,TOR,Win,12,30.65,10,16,0.625,3,4,0.75,1,2,0.5,1,2,3,4,2,0,0,1,24,22.1,
1996-97,Regular,43,28/1/97,33,33.95,CHI,Away,VAN,Win,15,32.15,12,19,0.632,1,3,0.333,3,4,0.75,1,3,4,3,4,0,2,1,28,24.4,
1996-97,Regular,44,30/1/97,33,33.95,CHI,Away,SAC,Win,18,39.70,11,19,0.579,1,5,0.2,9,10,0.9,0,6,6,2,3,0,2,3,32,25.7,
1996-97,Regular,45,31/1/97,33,33.96,CHI,Away,GSW,Win,23,32.28,8,17,0.471,1,6,0.167,1,1,1,0,4,4,8,3,0,2,2,18,16.3,
1996-97,Regular,46,2/2/97,33,33.96,CHI,Away,SEA,Win,7,44.92,19,28,0.679,2,3,0.667,5,6,0.833,3,4,7,3,1,0,1,2,45,37.2,
1996-97,Regular,47,4/2/97,33,33.97,CHI,Away,POR,Win,4,41.20,15,30,0.5,1,4,0.25,5,5,1,1,4,5,2,1,2,0,3,36,25.5,
1996-97,Regular,48,5/2/97,33,33.97,CHI,Away,LAL,Lose,-16,39.43,10,24,0.417,2,5,0.4,5,6,0.833,1,3,4,4,1,1,2,1,27,17.5,
1996-97,Regular,49,11/2/97,33,33.99,CHI,Home,CHH,Win,3,41.85,16,24,0.667,1,2,0.5,10,14,0.714,0,5,5,4,3,0,5,2,43,32.5,
1996-97,Regular,50,14/2/97,33,33.99,CHI,Away,ATL,Win,1,45.37,13,28,0.464,1,2,0.5,3,5,0.6,3,5,8,4,2,0,4,0,30,19.2,
1996-97,Regular,51,16/2/97,33,34,CHI,Home,ORL,Win,21,37.85,8,20,0.4,3,4,0.75,0,0,,1,7,8,10,4,0,2,3,19,18.8,
1996-97,Regular,52,18/2/97,34,34,CHI,Home,DEN,Win,11,32.27,10,18,0.556,1,3,0.333,3,4,0.75,2,3,5,12,3,0,0,3,24,27.5,
1996-97,Regular,53,21/2/97,34,34.01,CHI,Away,WSB,Win,4,45.25,13,28,0.464,3,4,0.75,7,12,0.583,1,3,4,4,1,0,2,2,36,22.2,
1996-97,Regular,54,22/2/97,34,34.01,CHI,Home,GSW,Win,33,30.85,13,19,0.684,5,8,0.625,3,4,0.75,1,4,5,1,3,0,2,1,34,28.7,
1996-97,Regular,55,24/2/97,34,34.02,CHI,Home,POR,Win,27,30.32,13,27,0.481,3,7,0.429,8,9,0.889,1,3,4,3,0,0,1,1,37,25.2,
1996-97,Regular,56,27/2/97,34,34.03,CHI,Away,CLE,Lose,-3,43.13,7,25,0.28,0,3,0,9,9,1,1,7,8,4,0,0,2,2,23,11.1,
1996-97,Regular,57,28/2/97,34,34.03,CHI,Home,SAC,Win,18,34.67,13,20,0.65,5,7,0.714,4,5,0.8,1,8,9,6,1,1,2,2,35,32,
1996-97,Regular,58,3/3/97,34,34.04,CHI,Home,MIL,Win,18,36.00,11,19,0.579,3,7,0.429,6,6,1,0,3,3,6,2,0,2,2,31,26.4,
1996-97,Regular,59,5/3/97,34,34.04,CHI,Home,SAS,Win,42,23.52,7,17,0.412,1,4,0.25,1,2,0.5,1,1,2,4,2,0,0,1,16,11.9,
1996-97,Regular,60,7/3/97,34,34.05,CHI,Home,IND,Win,8,43.97,11,21,0.524,1,3,0.333,15,17,0.882,1,3,4,5,2,1,4,3,38,29.5,
1996-97,Regular,61,9/3/97,34,34.05,CHI,Away,NYK,Lose,-4,46.10,14,31,0.452,0,3,0,8,9,0.889,2,4,6,4,1,0,1,2,36,24.1,
1996-97,Regular,62,11/3/97,34,34.06,CHI,Away,BOS,Win,11,43.25,13,23,0.565,1,3,0.333,5,6,0.833,0,4,4,9,3,0,2,2,32,28.4,
1996-97,Regular,63,12/3/97,34,34.06,CHI,Away,PHI,Win,4,37.07,9,24,0.375,1,4,0.25,4,5,0.8,0,5,5,3,2,1,4,2,23,10.9,
1996-97,Regular,64,14/3/97,34,34.07,CHI,Away,NJN,Lose,-1,38.85,16,34,0.471,1,3,0.333,3,5,0.6,2,6,8,5,0,1,1,1,36,23.8,
1996-97,Regular,65,15/3/97,34,34.07,CHI,Home,ATL,Win,20,28.93,5,11,0.455,0,1,0,0,0,,1,3,4,3,1,2,3,1,10,7,
1996-97,Regular,66,18/3/97,34,34.08,CHI,Home,SEA,Win,2,50.42,10,28,0.357,0,4,0,12,13,0.923,8,10,18,2,0,0,8,3,32,16.8,
1996-97,Regular,67,21/3/97,34,34.09,CHI,Away,IND,Win,19,40.40,11,25,0.44,1,3,0.333,13,14,0.929,4,2,6,4,2,1,2,0,36,29.4,
1996-97,Regular,68,22/3/97,34,34.09,CHI,Home,DET,Win,15,34.97,8,20,0.4,3,6,0.5,4,4,1,2,3,5,7,2,1,0,3,23,20.9,
1996-97,Regular,69,25/3/97,34,34.1,CHI,Home,DAL,Win,2,36.05,9,20,0.45,0,1,0,2,2,1,0,1,1,3,3,0,2,3,20,11.8,
1996-97,Regular,70,27/3/97,34,34.1,CHI,Away,TOR,Win,13,41.47,5,17,0.294,0,0,,2,3,0.667,3,7,10,4,0,2,6,2,12,3.3,
1996-97,Regular,71,29/3/97,34,34.11,CHI,Home,NJN,Win,10,38.60,9,21,0.429,1,2,0.5,2,3,0.667,2,4,6,10,0,2,0,3,21,19.3,
1996-97,Regular,72,1/4/97,34,34.12,CHI,Home,BOS,Win,5,27.22,8,11,0.727,0,0,,5,9,0.556,0,8,8,2,2,0,2,1,21,18.3,
1996-97,Regular,73,3/4/97,34,34.12,CHI,Away,WSB,Lose,-8,38.65,14,30,0.467,1,4,0.25,5,6,0.833,0,1,1,6,2,1,2,2,34,22.6,
1996-97,Regular,74,4/4/97,34,34.13,CHI,Home,CLE,Win,13,38.20,9,16,0.563,0,1,0,4,5,0.8,1,4,5,3,1,2,0,2,22,19.6,
1996-97,Regular,75,6/4/97,34,34.13,CHI,Away,ORL,Win,16,40.45,13,22,0.591,3,6,0.5,8,9,0.889,2,6,8,5,3,1,4,3,37,31.6,
1996-97,Regular,76,7/4/97,34,34.13,CHI,Home,PHI,Win,26,29.70,13,25,0.52,3,4,0.75,1,2,0.5,3,5,8,2,3,2,2,1,30,24.3,
1996-97,Regular,77,9/4/97,34,34.14,CHI,Away,IND,Win,6,40.92,8,19,0.421,0,3,0,7,8,0.875,0,3,3,2,5,0,6,2,23,13,
1996-97,Regular,78,10/4/97,34,34.14,CHI,Away,NYK,Win,2,43.95,12,26,0.462,1,3,0.333,9,10,0.9,1,7,8,6,1,1,3,3,34,24.7,
1996-97,Regular,79,13/4/97,34,34.15,CHI,Away,DET,Lose,-17,38.42,7,16,0.438,0,3,0,4,4,1,1,8,9,7,0,0,4,1,18,13.2,
