Season,Stage,Game,Date,Age,Age Precise,Team,Home/Away,Opponent,Outcome Win/Lose,Outcome Points Difference,Minutes Played,Field Goals,Field Goal Attempts,Field Goal Percentage,3-Point Field Goals,3-Point Field Goal Attempts,3-Point Field Goal Percentage,Free Throws,Free Throw Attempts,Free Throw Percentage,Offensive Rebounds,Defensive Rebounds,Total Rebounds,Assists,Steals,Blocks,Turnovers,Personal Fouls,Points,GameScore,Plus/Minus
1991-92,Playoffs,16,29/5/92,29,29.28,CHI,Away,CLE,Win,5,44.00,10,27,0.37,0,0,,9,9,1,1,7,8,8,2,0,3,3,29,20.3,
1991-92,Playoffs,17,3/6/92,29,29.29,CHI,Home,POR,Win,33,34.00,16,27,0.593,6,10,0.6,1,1,1,2,1,3,11,2,0,1,0,39,36.9,
1991-92,Playoffs,18,5/6/92,29,29.3,CHI,Home,POR,Lose,-11,50.00,16,32,0.5,0,4,0,7,9,0.778,1,4,5,10,1,0,5,5,39,25.1,
1991-92,Playoffs,19,7/6/92,29,29.3,CHI,Away,POR,Win,10,41.00,11,22,0.5,0,1,0,4,4,1,2,5,7,4,3,0,5,4,26,17.1,
1991-92,Playoffs,20,10/6/92,29,29.31,CHI,Away,POR,Lose,-5,44.00,11,26,0.423,2,6,0.333,8,8,1,0,5,5,6,0,0,5,4,32,17.3,
1991-92,Playoffs,21,12/6/92,29,29.32,CHI,Away,POR,Win,13,42.00,14,23,0.609,2,4,0.5,16,19,0.842,0,5,5,4,0,1,4,5,46,33.3,
1991-92,Playoffs,22,14/6/92,29,29.32,CHI,Home,POR,Win,4,43.00,13,24,0.542,2,3,0.667,5,5,1,1,3,4,4,4,1,4,3,33,25.3,
1992-93,Regular,1,6/11/92,29,29.72,CHI,Away,CLE,Win,5,37.00,12,26,0.462,0,2,0,5,6,0.833,3,3,6,2,3,3,2,1,29,22.3,
1992-93,Regular,2,7/11/92,29,29.72,CHI,Home,ATL,Lose,-1,39.00,13,29,0.448,1,4,0.25,8,9,0.889,0,4,4,11,4,0,6,4,35,24.8,
1992-93,Regular,3,9/11/92,29,29.73,CHI,Home,IND,Win,5,42.00,10,20,0.5,0,1,0,4,5,0.8,0,2,2,12,2,0,4,1,24,20.2,
1992-93,Regular,4,11/11/92,29,29.73,CHI,Home,DET,Win,2,52.00,13,24,0.542,3,3,1,8,10,0.8,2,8,10,4,0,1,5,1,37,26.5,
1992-93,Regular,5,13/11/92,29,29.74,CHI,Away,MIL,Win,5,42.00,14,31,0.452,0,2,0,6,8,0.75,3,3,6,4,3,2,5,2,34,21.5,
1992-93,Regular,6,14/11/92,29,29.74,CHI,Home,DEN,Win,33,22.00,7,13,0.538,2,5,0.4,2,2,1,0,4,4,7,3,1,2,1,18,19.1,
1992-93,Regular,7,17/11/92,29,29.75,CHI,Away,MIN,Win,21,31.00,14,21,0.667,2,2,1,2,3,0.667,1,2,3,5,4,1,3,1,32,28.6,
1992-93,Regular,8,19/11/92,29,29.76,CHI,Away,SEA,Win,9,34.00,14,22,0.636,2,4,0.5,5,5,1,1,5,6,2,2,0,2,1,35,28.4,
1992-93,Regular,9,20/11/92,29,29.76,CHI,Away,LAL,Lose,-2,47.00,21,39,0.538,1,2,0.5,11,14,0.786,5,8,13,7,1,3,5,4,54,41.2,
1992-93,Regular,10,22/11/92,29,29.76,CHI,Away,PHO,Win,17,39.00,16,27,0.593,0,2,0,8,8,1,0,3,3,7,3,4,1,1,40,37.7,
1992-93,Regular,11,24/11/92,29,29.77,CHI,Away,GSW,Win,9,44.00,18,30,0.6,1,3,0.333,12,14,0.857,2,3,5,7,1,1,3,2,49,39.5,
1992-93,Regular,12,28/11/92,29,29.78,CHI,Away,NYK,Lose,-37,38.00,4,20,0.2,0,1,0,9,9,1,3,3,6,4,1,0,0,2,17,10.6,
1992-93,Regular,13,4/12/92,29,29.8,CHI,Home,POR,Win,12,38.00,15,25,0.6,1,1,1,7,9,0.778,4,9,13,2,1,0,1,1,38,32.2,
1992-93,Regular,14,5/12/92,29,29.8,CHI,Home,BOS,Win,7,37.00,8,20,0.4,0,1,0,8,9,0.889,0,3,3,5,2,0,2,2,24,16.4,
1992-93,Regular,15,8/12/92,29,29.81,CHI,Away,ATL,Lose,-9,46.00,14,28,0.5,2,4,0.5,2,2,1,3,9,12,8,1,0,2,5,32,25.4,
1992-93,Regular,16,9/12/92,29,29.81,CHI,Home,CLE,Win,17,35.00,10,22,0.455,1,3,0.333,7,7,1,2,9,11,10,4,2,3,2,28,29.3,
1992-93,Regular,17,11/12/92,29,29.82,CHI,Home,HOU,Lose,-14,40.00,11,23,0.478,1,3,0.333,3,3,1,4,7,11,4,0,1,4,4,26,17.1,
1992-93,Regular,18,12/12/92,29,29.82,CHI,Home,NJN,Win,6,41.00,13,26,0.5,3,6,0.5,9,12,0.75,0,6,6,3,1,1,2,2,38,26.6,
1992-93,Regular,19,15/12/92,29,29.83,CHI,Home,CHH,Win,15,33.00,11,21,0.524,3,3,1,0,0,,1,3,4,6,3,2,5,1,25,19.5,
1992-93,Regular,20,17/12/92,29,29.83,CHI,Away,WSB,Win,8,40.00,12,29,0.414,0,1,0,4,4,1,1,6,7,8,4,2,1,3,28,23.8,
1992-93,Regular,21,19/12/92,29,29.84,CHI,Home,PHI,Lose,-2,42.00,11,26,0.423,1,4,0.25,0,0,,4,6,10,10,4,1,1,4,23,22.9,
1992-93,Regular,22,21/12/92,29,29.84,CHI,Home,MIA,Win,4,43.00,6,19,0.316,1,3,0.333,5,6,0.833,3,5,8,3,5,2,2,2,18,16,
1992-93,Regular,23,23/12/92,29,29.85,CHI,Home,WSB,Win,9,42.00,22,37,0.595,6,8,0.75,7,8,0.875,0,2,2,10,3,1,1,3,57,48.6,
1992-93,Regular,24,25/12/92,29,29.85,CHI,Home,NYK,Win,12,41.00,15,34,0.441,0,4,0,12,16,0.75,0,8,8,5,3,1,4,2,42,27.4,
1992-93,Regular,25,26/12/92,29,29.86,CHI,Away,IND,Win,11,40.00,8,22,0.364,1,3,0.333,0,0,,3,6,9,8,1,0,2,5,17,11.3,
1992-93,Regular,26,29/12/92,29,29.87,CHI,Away,CHH,Win,11,42.00,9,25,0.36,1,3,0.333,9,10,0.9,4,8,12,11,0,1,3,1,28,23.9,
1992-93,Regular,27,30/12/92,29,29.87,CHI,Away,MIA,Win,5,40.00,9,18,0.5,0,1,0,21,24,0.875,1,5,6,8,3,2,1,2,39,39.2,
1992-93,Regular,28,2/1/93,29,29.88,CHI,Home,IND,Win,9,40.00,14,27,0.519,2,4,0.5,9,11,0.818,3,5,8,5,1,0,2,3,39,29.8,
1992-93,Regular,29,5/1/93,29,29.88,CHI,Home,LAL,Lose,-3,41.00,15,31,0.484,1,6,0.167,5,6,0.833,0,4,4,5,2,1,1,4,36,24.7,
1992-93,Regular,30,6/1/93,29,29.89,CHI,Away,CLE,Lose,-22,34.00,10,22,0.455,0,1,0,3,5,0.6,2,6,8,3,1,0,2,1,23,14.7,
1992-93,Regular,31,8/1/93,29,29.89,CHI,Home,MIL,Win,25,35.00,15,26,0.577,2,5,0.4,3,3,1,3,5,8,7,4,0,2,2,35,32.5,
1992-93,Regular,32,9/1/93,29,29.9,CHI,Away,PHI,Lose,-13,44.00,13,36,0.361,0,4,0,4,4,1,2,9,11,6,2,0,3,5,30,15.3,
1992-93,Regular,33,12/1/93,29,29.9,CHI,Away,ORL,Win,16,37.00,9,22,0.409,0,1,0,5,6,0.833,2,6,8,4,3,3,3,0,23,18.9,
1992-93,Regular,34,15/1/93,29,29.91,CHI,Home,GSW,Win,21,38.00,10,19,0.526,1,2,0.5,5,5,1,2,10,12,10,5,2,2,1,26,32.1,
1992-93,Regular,35,16/1/93,29,29.92,CHI,Home,ORL,Lose,-4,47.00,27,49,0.551,1,5,0.2,9,11,0.818,4,2,6,1,5,0,2,5,64,44.8,
1992-93,Regular,36,18/1/93,29,29.92,CHI,Home,BOS,Win,10,30.00,10,22,0.455,0,1,0,9,10,0.9,4,4,8,3,4,1,2,1,29,25.6,
1992-93,Regular,37,21/1/93,29,29.93,CHI,Away,NJN,Win,13,39.00,12,24,0.5,2,4,0.5,4,4,1,1,2,3,4,4,0,3,2,30,22.3,
1992-93,Regular,38,22/1/93,29,29.93,CHI,Home,CHH,Lose,-8,43.00,10,26,0.385,0,2,0,8,11,0.727,2,4,6,2,3,1,1,4,28,17.7,
1992-93,Regular,39,24/1/93,29,29.94,CHI,Away,SAS,Lose,-4,44.00,16,35,0.457,0,2,0,10,11,0.909,5,6,11,3,4,2,4,3,42,31.1,
1992-93,Regular,40,26/1/93,29,29.94,CHI,Away,DAL,Win,35,27.00,7,15,0.467,1,4,0.25,0,0,,2,8,10,4,3,0,3,3,15,12.7,
1992-93,Regular,41,28/1/93,29,29.95,CHI,Away,HOU,Lose,-11,39.00,12,27,0.444,1,1,1,1,2,0.5,0,6,6,4,5,0,3,2,26,17.3,
1992-93,Regular,42,30/1/93,29,29.95,CHI,Away,DEN,Lose,-7,41.00,14,31,0.452,0,2,0,11,15,0.733,3,4,7,5,4,1,3,2,39,29,
1992-93,Regular,43,1/2/93,29,29.96,CHI,Away,UTA,Win,4,43.00,13,28,0.464,1,3,0.333,10,14,0.714,3,4,7,2,1,1,4,0,37,23.4,
1992-93,Regular,44,3/2/93,29,29.96,CHI,Away,SAC,Win,19,39.00,14,26,0.538,2,2,1,6,7,0.857,0,3,3,2,2,2,3,5,36,23.7,
1992-93,Regular,45,4/2/93,29,29.97,CHI,Away,LAC,Win,2,47.00,13,34,0.382,0,3,0,7,7,1,2,4,6,4,2,1,3,5,33,17.5,
1992-93,Regular,46,7/2/93,29,29.98,CHI,Away,POR,Win,10,43.00,13,28,0.464,4,7,0.571,4,6,0.667,3,8,11,5,2,2,1,1,34,28.8,
1992-93,Regular,47,10/2/93,29,29.98,CHI,Away,IND,Win,11,42.00,16,27,0.593,1,3,0.333,7,9,0.778,1,8,9,8,6,0,3,2,40,37.6,
1992-93,Regular,48,13/2/93,29,29.99,CHI,Home,CLE,Lose,-5,43.00,12,22,0.545,0,3,0,1,2,0.5,1,5,6,5,3,1,3,2,25,19.6,
1992-93,Regular,49,15/2/93,29,30,CHI,Home,SAC,Win,18,37.00,12,21,0.571,0,2,0,8,10,0.8,3,5,8,6,3,1,3,3,32,28.6,
1992-93,Regular,50,17/2/93,30,30,CHI,Home,UTA,Win,18,34.00,10,25,0.4,2,6,0.333,5,7,0.714,4,4,8,6,3,0,3,2,27,20.1,
1992-93,Regular,51,23/2/93,30,30.02,CHI,Home,MIL,Win,4,41.00,15,26,0.577,0,1,0,4,6,0.667,1,2,3,4,3,1,2,3,34,25.6,
1992-93,Regular,52,25/2/93,30,30.02,CHI,Away,ORL,Win,2,41.00,13,29,0.448,1,3,0.333,9,10,0.9,0,4,4,4,4,0,2,3,36,25.3,
1992-93,Regular,53,27/2/93,30,30.03,CHI,Home,ATL,Win,20,36.00,13,27,0.481,3,4,0.75,5,5,1,2,7,9,8,2,0,2,1,34,29,
1992-93,Regular,54,2/3/93,30,30.04,CHI,Away,NJN,Win,7,40.00,8,17,0.471,1,3,0.333,7,9,0.778,3,6,9,8,1,0,6,4,24,17.4,
1992-93,Regular,55,9/3/93,30,30.05,CHI,Home,SEA,Win,3,41.00,15,28,0.536,0,3,0,8,9,0.889,2,2,4,9,6,1,2,3,38,35.8,
1992-93,Regular,56,11/3/93,30,30.06,CHI,Away,MIA,Lose,-2,38.00,11,25,0.44,1,2,0.5,6,6,1,0,5,5,8,0,0,1,5,29,20,
1992-93,Regular,57,12/3/93,30,30.06,CHI,Home,CHH,Win,15,43.00,21,35,0.6,2,4,0.5,8,9,0.889,3,6,9,5,2,1,0,3,52,44.4,
1992-93,Regular,58,14/3/93,30,30.07,CHI,Away,DET,Lose,-2,43.00,11,25,0.44,1,3,0.333,5,6,0.833,0,5,5,6,1,0,0,1,28,20.8,
1992-93,Regular,59,15/3/93,30,30.07,CHI,Home,LAC,Win,7,38.00,10,22,0.455,0,1,0,3,4,0.75,3,6,9,4,4,0,7,3,23,13.7,
1992-93,Regular,60,19/3/93,30,30.08,CHI,Home,WSB,Win,5,39.00,9,27,0.333,0,0,,7,7,1,1,2,3,5,2,1,0,4,25,15.6,
1992-93,Regular,61,20/3/93,30,30.08,CHI,Away,WSB,Win,25,31.00,16,27,0.593,2,2,1,13,15,0.867,0,8,8,4,2,0,1,2,47,39.1,
1992-93,Regular,62,23/3/93,30,30.09,CHI,Home,MIN,Win,7,42.00,12,21,0.571,4,6,0.667,6,6,1,1,4,5,7,5,1,3,1,34,33.2,
1992-93,Regular,63,24/3/93,30,30.1,CHI,Away,PHI,Win,13,39.00,20,29,0.69,2,4,0.5,1,2,0.5,0,2,2,4,3,0,5,2,43,30.9,
1992-93,Regular,64,26/3/93,30,30.1,CHI,Home,ORL,Win,21,33.00,5,14,0.357,0,0,,8,8,1,0,7,7,6,2,0,1,1,18,17.1,
1992-93,Regular,65,30/3/93,30,30.11,CHI,Home,PHO,Lose,-4,40.00,19,31,0.613,0,6,0,6,7,0.857,0,3,3,5,4,0,3,1,44,34.5,
1992-93,Regular,66,2/4/93,30,30.12,CHI,Home,NJN,Win,13,38.00,16,24,0.667,0,0,,8,9,0.889,1,6,7,7,9,1,5,3,40,40.1,
1992-93,Regular,67,4/4/93,30,30.13,CHI,Away,BOS,Win,12,40.00,14,23,0.609,1,1,1,3,6,0.5,1,4,5,2,2,0,4,2,32,20.8,
1992-93,Regular,68,6/4/93,30,30.13,CHI,Away,MIL,Lose,-4,44.00,13,30,0.433,1,6,0.167,3,4,0.75,1,4,5,6,4,0,5,4,30,17.3,
1992-93,Regular,69,9/4/93,30,30.14,CHI,Away,ATL,Win,1,44.00,12,23,0.522,1,3,0.333,5,5,1,1,11,12,4,4,2,7,2,30,23.1,
1992-93,Regular,70,10/4/93,30,30.14,CHI,Away,IND,Win,5,42.00,11,25,0.44,0,1,0,3,4,0.75,2,4,6,5,5,0,3,3,25,18.4,
1992-93,Regular,71,12/4/93,30,30.15,CHI,Away,DET,Win,3,41.00,9,21,0.429,0,4,0,5,5,1,0,6,6,4,2,0,3,3,23,14.3,
1992-93,Regular,72,14/4/93,30,30.15,CHI,Home,MIA,Win,27,31.00,12,19,0.632,3,4,0.75,7,7,1,1,3,4,4,2,0,1,3,34,29.7,
1992-93,Regular,73,16/4/93,30,30.16,CHI,Home,MIL,Win,14,35.00,15,25,0.6,0,3,0,17,21,0.81,1,6,7,5,5,0,1,1,47,43.5,
1992-93,Regular,74,18/4/93,30,30.16,CHI,Away,CLE,Lose,-9,45.00,13,26,0.5,0,3,0,6,7,0.857,1,0,1,9,0,1,3,3,32,22.1,
1992-93,Regular,75,20/4/93,30,30.17,CHI,Home,PHI,Win,29,27.00,12,22,0.545,3,6,0.5,1,1,1,1,2,3,4,8,0,1,1,28,28.1,
1992-93,Regular,76,22/4/93,30,30.18,CHI,Home,DET,Win,6,46.00,15,27,0.556,0,1,0,6,11,0.545,1,6,7,4,4,0,2,4,36,26.8,
1992-93,Regular,77,23/4/93,30,30.18,CHI,Away,CHH,Lose,-1,38.00,15,27,0.556,1,2,0.5,7,8,0.875,1,3,4,3,0,0,2,3,38,25.2,
1992-93,Regular,78,25/4/93,30,30.18,CHI,Away,NYK,Lose,-5,37.00,10,28,0.357,0,2,0,1,3,0.333,5,1,6,7,1,1,4,1,21,10.6,
1992-93,Playoffs,1,30/4/93,30,30.2,CHI,Home,ATL,Win,24,29.00,15,26,0.577,2,4,0.5,3,4,0.75,3,4,7,5,0,0,0,3,35,28,
1992-93,Playoffs,2,2/5/93,30,30.2,CHI,Home,ATL,Win,15,38.00,10,24,0.417,2,4,0.5,7,8,0.875,0,6,6,4,3,4,0,5,29,24.2,
1992-93,Playoffs,3,4/5/93,30,30.21,CHI,Away,ATL,Win,10,40.00,16,28,0.571,2,5,0.4,5,5,1,0,7,7,4,2,1,4,4,39,27.8,
1992-93,Playoffs,4,11/5/93,30,30.23,CHI,Home,CLE,Win,7,42.00,16,30,0.533,0,4,0,11,11,1,0,0,0,4,3,1,3,3,43,30.7,
1992-93,Playoffs,5,13/5/93,30,30.23,CHI,Home,CLE,Win,19,31.00,8,18,0.444,0,2,0,2,5,0.4,2,3,5,6,2,0,2,0,18,13.9,
1992-93,Playoffs,6,15/5/93,30,30.24,CHI,Away,CLE,Win,6,40.00,12,24,0.5,0,1,0,8,10,0.8,2,4,6,5,2,0,2,1,32,24.9,
1992-93,Playoffs,7,17/5/93,30,30.24,CHI,Away,CLE,Win,2,40.00,11,24,0.458,2,2,1,7,9,0.778,3,6,9,6,2,1,4,2,31,23.8,
1992-93,Playoffs,8,23/5/93,30,30.26,CHI,Away,NYK,Lose,-8,43.00,10,27,0.37,2,4,0.5,5,6,0.833,1,1,2,5,4,0,1,5,27,17.2,
1992-93,Playoffs,9,25/5/93,30,30.27,CHI,Away,NYK,Lose,-5,39.00,12,32,0.375,1,7,0.143,11,13,0.846,3,6,9,1,2,0,3,3,36,20,
1992-93,Playoffs,10,29/5/93,30,30.28,CHI,Home,NYK,Win,20,38.00,3,18,0.167,0,0,,16,17,0.941,1,7,8,11,2,2,2,1,22,21.7,
1992-93,Playoffs,11,31/5/93,30,30.28,CHI,Home,NYK,Win,10,39.00,18,30,0.6,6,9,0.667,12,14,0.857,0,6,6,2,2,1,2,5,54,41.3,
1992-93,Playoffs,12,2/6/93,30,30.29,CHI,Away,NYK,Win,3,45.00,11,24,0.458,0,1,0,7,9,0.778,2,8,10,14,2,1,5,2,29,26.3,
1992-93,Playoffs,13,4/6/93,30,30.29,CHI,Home,NYK,Win,8,45.00,8,24,0.333,1,4,0.25,8,9,0.889,0,2,2,9,3,2,1,4,25,19.7,
1992-93,Playoffs,14,9/6/93,30,30.31,CHI,Away,PHO,Win,8,43.00,14,28,0.5,0,1,0,3,4,0.75,2,5,7,5,5,1,2,2,31,25.9,
1992-93,Playoffs,15,11/6/93,30,30.31,CHI,Away,PHO,Win,3,40.00,18,36,0.5,2,2,1,4,5,0.8,5,7,12,9,2,0,5,2,42,31.7,
1992-93,Playoffs,16,13/6/93,30,30.32,CHI,Home,PHO,Lose,-8,57.00,19,43,0.442,3,9,0.333,3,6,0.5,3,6,9,6,2,1,3,5,44,26.1,
1992-93,Playoffs,17,16/6/93,30,30.33,CHI,Home,PHO,Win,6,46.00,21,37,0.568,0,1,0,13,18,0.722,1,7,8,4,0,0,1,3,55,38.9,
1992-93,Playoffs,18,18/6/93,30,30.33,CHI,Home,PHO,Lose,-10,44.00,16,29,0.552,2,7,0.286,7,10,0.7,1,6,7,7,0,2,2,5,41,30.7,
1992-93,Playoffs,19,20/6/93,30,30.34,CHI,Away,PHO,Win,1,44.00,13,26,0.5,3,5,0.6,4,6,0.667,3,5,8,7,1,0,3,3,33,24.5,
1994-95,Regular,1,19/3/95,32,32.08,CHI,Away,IND,Lose,-7,43.00,7,28,0.25,0,4,0,5,6,0.833,2,4,6,6,3,0,3,3,19,7.4,
1994-95,Regular,2,22/3/95,32,32.09,CHI,Away,BOS,Win,17,26.00,9,17,0.529,1,3,0.333,8,8,1,0,3,3,3,2,1,0,4,27,22.8,
1994-95,Regular,3,24/3/95,32,32.1,CHI,Home,ORL,Lose,-7,44.00,7,23,0.304,0,2,0,7,11,0.636,0,4,4,8,5,2,2,2,21,16.5,
1994-95,Regular,4,25/3/95,32,32.1,CHI,Away,ATL,Win,1,43.00,14,26,0.538,0,1,0,4,4,1,0,4,4,2,1,0,0,2,32,22.2,
1994-95,Regular,5,28/3/95,32,32.11,CHI,Away,NYK,Win,2,39.00,21,37,0.568,3,4,0.75,10,11,0.909,0,4,4,2,1,0,2,3,55,37.5,
1994-95,Regular,6,30/3/95,32,32.11,CHI,Home,BOS,Win,18,39.00,8,17,0.471,2,2,1,5,7,0.714,0,11,11,6,0,0,4,2,23,16.2,
1994-95,Regular,7,1/4/95,32,32.12,CHI,Home,PHI,Win,7,35.00,5,19,0.263,0,1,0,2,4,0.5,1,4,5,6,1,1,3,2,12,3.9,
1994-95,Regular,8,5/4/95,32,32.13,CHI,Away,NJN,Win,7,43.00,13,31,0.419,1,1,1,10,14,0.714,3,8,11,2,3,1,2,3,37,25.3,
1994-95,Regular,9,7/4/95,32,32.13,CHI,Home,CLE,Win,9,42.00,9,27,0.333,1,2,0.5,9,10,0.9,0,8,8,9,2,1,4,5,28,17.7,
1994-95,Regular,10,9/4/95,32,32.14,CHI,Away,CLE,Lose,-1,46.00,9,26,0.346,2,3,0.667,1,2,0.5,4,5,9,5,1,1,3,2,21,11.7,
1994-95,Regular,11,11/4/95,32,32.15,CHI,Home,IND,Win,7,42.00,8,27,0.296,1,1,1,8,10,0.8,2,9,11,6,1,2,1,4,25,16.6,
1994-95,Regular,12,12/4/95,32,32.15,CHI,Away,DET,Win,11,44.00,12,23,0.522,1,2,0.5,4,4,1,1,8,9,9,0,0,4,4,29,21.5,
1994-95,Regular,13,16/4/95,32,32.16,CHI,Home,NYK,Win,21,37.00,8,19,0.421,0,0,,12,14,0.857,4,2,6,4,3,1,1,2,28,25.2,
1994-95,Regular,14,17/4/95,32,32.16,CHI,Away,MIA,Win,5,40.00,9,21,0.429,0,0,,13,16,0.813,0,5,5,4,3,0,1,2,31,24.2,
1994-95,Regular,15,20/4/95,32,32.17,CHI,Home,DET,Win,15,27.00,8,18,0.444,0,0,,1,1,1,4,4,8,7,1,2,0,2,17,18.1,
1994-95,Regular,16,22/4/95,32,32.18,CHI,Home,CHH,Win,16,33.00,8,16,0.5,0,2,0,3,4,0.75,0,2,2,4,0,0,1,1,19,12.6,
1994-95,Regular,17,23/4/95,32,32.18,CHI,Away,MIL,Lose,-4,45.00,11,29,0.379,4,4,1,7,10,0.7,4,7,11,7,3,1,4,4,33,23.8,
1994-95,Playoffs,1,28/4/95,32,32.19,CHI,Away,CHH,Win,8,47.00,18,32,0.563,1,4,0.25,11,11,1,1,8,9,8,1,1,3,1,48,39.8,
1994-95,Playoffs,2,30/4/95,32,32.2,CHI,Away,CHH,Lose,-17,40.00,13,25,0.52,3,6,0.5,3,6,0.5,3,4,7,7,0,0,5,5,32,19.7,
1994-95,Playoffs,3,2/5/95,32,32.2,CHI,Home,CHH,Win,23,38.00,9,19,0.474,1,2,0.5,6,7,0.857,2,4,6,3,4,2,6,3,25,17.8,
1994-95,Playoffs,4,4/5/95,32,32.21,CHI,Home,CHH,Win,1,41.00,8,21,0.381,3,5,0.6,5,6,0.833,1,3,4,5,3,0,3,4,24,15.6,
1994-95,Playoffs,5,7/5/95,32,32.22,CHI,Away,ORL,Lose,-3,40.00,8,22,0.364,0,2,0,3,5,0.6,2,3,5,3,1,0,8,2,19,2.6,
1994-95,Playoffs,6,10/5/95,32,32.22,CHI,Away,ORL,Win,10,43.00,17,30,0.567,1,1,1,3,8,0.375,3,4,7,3,4,4,2,4,38,30.4,
1994-95,Playoffs,7,12/5/95,32,32.23,CHI,Home,ORL,Lose,-9,43.00,15,31,0.484,0,3,0,10,10,1,4,3,7,4,0,1,4,3,40,26.3,
1994-95,Playoffs,8,14/5/95,32,32.24,CHI,Home,ORL,Win,11,44.00,9,21,0.429,0,1,0,8,8,1,2,5,7,3,4,0,4,2,26,19.1,
1994-95,Playoffs,9,16/5/95,32,32.24,CHI,Away,ORL,Lose,-8,45.00,15,28,0.536,1,4,0.25,8,8,1,0,4,4,2,2,2,0,1,39,31,
1994-95,Playoffs,10,18/5/95,32,32.25,CHI,Home,ORL,Lose,-6,39.00,8,19,0.421,1,2,0.5,7,10,0.7,2,7,9,7,4,4,6,5,24,19.9,
1995-96,Regular,1,3/11/95,32,32.71,CHI,Home,CHH,Win,14,39.00,16,29,0.552,3,7,0.429,7,9,0.778,1,5,6,7,0,0,1,4,42,31.8,
1995-96,Regular,2,4/11/95,32,32.71,CHI,Home,BOS,Win,22,21.00,5,12,0.417,0,1,0,5,7,0.714,0,0,0,3,3,1,0,4,15,12,
1995-96,Regular,3,7/11/95,32,32.72,CHI,Home,TOR,Win,9,40.00,13,19,0.684,3,4,0.75,9,9,1,1,3,4,5,4,0,1,2,38,37.2,
1995-96,Regular,4,9/11/95,32,32.73,CHI,Away,CLE,Win,18,37.00,12,24,0.5,4,8,0.5,1,2,0.5,0,5,5,3,0,0,3,3,29,16,
1995-96,Regular,5,11/11/95,32,32.73,CHI,Home,POR,Win,4,40.00,11,23,0.478,0,2,0,14,15,0.933,2,1,3,7,1,1,3,3,36,28,
1995-96,Regular,6,14/11/95,32,32.74,CHI,Away,ORL,Lose,-6,40.00,8,20,0.4,3,7,0.429,4,5,0.8,2,5,7,6,2,0,2,4,23,17.3,
1995-96,Regular,7,15/11/95,32,32.74,CHI,Home,CLE,Win,19,29.00,7,10,0.7,1,2,0.5,5,7,0.714,1,6,7,2,1,0,1,2,20,18.1,
1995-96,Regular,8,17/11/95,32,32.75,CHI,Home,NJN,Win,15,35.00,7,16,0.438,0,1,0,4,4,1,1,2,3,3,4,0,5,3,18,10.8,
1995-96,Regular,9,21/11/95,32,32.76,CHI,Away,DAL,Win,6,45.00,12,25,0.48,0,2,0,12,13,0.923,0,8,8,5,2,2,0,3,36,31,
1995-96,Regular,10,22/11/95,32,32.76,CHI,Away,SAS,Win,9,43.00,15,27,0.556,1,1,1,7,8,0.875,2,7,9,2,4,0,5,5,38,26.6,
1995-96,Regular,11,24/11/95,32,32.77,CHI,Away,UTA,Win,5,40.00,9,21,0.429,2,5,0.4,14,17,0.824,0,8,8,6,1,0,4,3,34,24.1,
1995-96,Regular,12,26/11/95,32,32.77,CHI,Away,SEA,Lose,-5,40.00,6,19,0.316,0,4,0,10,11,0.909,2,3,5,4,2,0,4,1,22,13.4,
1995-96,Regular,13,27/11/95,32,32.78,CHI,Away,POR,Win,3,41.00,13,22,0.591,0,3,0,7,8,0.875,1,2,3,8,4,0,4,3,33,28.1,
1995-96,Regular,14,30/11/95,32,32.78,CHI,Away,VAN,Win,6,39.00,14,26,0.538,0,2,0,1,2,0.5,1,2,3,4,3,0,2,1,29,20.7,
1995-96,Regular,15,2/12/95,32,32.79,CHI,Away,LAC,Win,6,43.00,13,22,0.591,0,2,0,11,14,0.786,5,6,11,5,4,1,2,3,37,35.9,
1995-96,Regular,16,6/12/95,32,32.8,CHI,Home,NYK,Win,7,45.00,8,27,0.296,0,0,,6,6,1,0,3,3,8,0,0,0,3,22,11.6,
1995-96,Regular,17,8/12/95,32,32.81,CHI,Home,SAS,Win,19,36.00,11,23,0.478,0,1,0,6,6,1,1,4,5,6,3,1,1,4,28,23.5,
1995-96,Regular,18,9/12/95,32,32.81,CHI,Away,MIL,Win,12,42.00,16,28,0.571,0,0,,13,16,0.813,3,2,5,4,2,0,2,3,45,34.9,
1995-96,Regular,19,13/12/95,32,32.82,CHI,Home,ORL,Win,9,43.00,15,30,0.5,4,7,0.571,2,6,0.333,3,3,6,2,2,1,4,3,36,21.3,
1995-96,Regular,20,14/12/95,32,32.82,CHI,Away,ATL,Win,19,31.00,8,16,0.5,1,4,0.25,5,5,1,1,2,3,1,0,0,3,3,22,11.8,
1995-96,Regular,21,16/12/95,32,32.83,CHI,Home,LAL,Win,20,38.00,5,20,0.25,0,1,0,10,10,1,2,5,7,6,5,1,3,2,20,17,
1995-96,Regular,22,18/12/95,32,32.83,CHI,Away,BOS,Win,9,40.00,16,27,0.593,0,1,0,5,8,0.625,0,6,6,3,5,0,2,2,37,29.4,
1995-96,Regular,23,19/12/95,32,32.84,CHI,Home,DAL,Win,13,36.00,12,23,0.522,0,1,0,8,8,1,1,3,4,4,1,0,0,1,32,25.7,
1995-96,Regular,24,22/12/95,32,32.84,CHI,Home,TOR,Win,9,40.00,9,19,0.474,2,3,0.667,7,7,1,3,7,10,5,3,0,2,1,27,25.6,
